"poj_unicode","poj_input","kiplmj_unicode","kiplmj_input","main_id"
"āu-lâi","au7-lai5","āu-lâi","au7-lai5","5479"
"lo̍h-bóe-chhiú","loh8-boe2-chhiu2","lo̍h-bué-tshiú","loh8-bue2-tshiu2","5480"
"chiong-lâi","chiong-lai5","tsiong-lâi","tsiong-lai5","5481"
"lō͘-bóe","loo7-boe2","lōo-bué","loo7-bue2","5482"
"āu-piàn","au7-pian3","āu-piàn","au7-pian3","5483"
"pa̍t-ji̍t","pat8-jit8","pa̍t-ji̍t","pat8-jit8","5484"
"pa̍t-ji̍t-á","pat8-jit8-a2","pa̍t-ji̍t-á","pat8-jit8-a2","5485"
"āu-ji̍t-á","au7-jit8-a2","āu-ji̍t-á","au7-jit8-a2","5486"
"bóe-á","boe2-a2","bué-á","bue2-a2","5487"
"jî-bóe","ji5-boe2","jî-bué","ji5-bue2","5488"
"lo̍h-bóe-á","loh8-boe2-a2","lo̍h-bué-á","loh8-bue2-a2","5489"
"chit lō͘-bóe","chit loo7-boe2","tsit lōo-bué","tsit loo7-bue2","5490"
"chiàng-sî","chiang3-si5","tsiàng-sî","tsiang3-si5","5491"
"sin-nî","sin-ni5","sin-nî","sin-ni5","5492"
"chêng-nî","cheng5-ni5","tsîng-nî","tsing5-ni5","5493"
"kū-chûn-nî","ku7-chun5-ni5","kū-tsûn-nî","ku7-tsun5-ni5","5494"
"bîn-lo-āu-ji̍t","bin5-lo-au7-jit8","bîn-lo-āu-ji̍t","bin5-lo-au7-jit8","5495"
"bîn-āu-ji̍t","bin5-au7-jit8","bîn-āu-ji̍t","bin5-au7-jit8","5496"
"chi̍t-kang","chit8-kang","tsi̍t-kang","tsit8-kang","5497"
"ji̍t-sî-thâu","jit8-si5-thau5","ji̍t-sî-thâu","jit8-si5-thau5","5498"
"àm-thâu-á","am3-thau5-a2","àm-thâu-á","am3-thau5-a2","5499"
"eng-àm","eng-am3","ing-àm","ing-am3","5500"
"e-hng-àm","e-hng-am3","e-hng-àm","e-hng-am3","5501"
"eng-sî","eng-si5","ing-sî","ing-si5","5502"
"chiū-àm","chiu7-am3","tsiū-àm","tsiu7-am3","5503"
"chiū-mî","chiu7-mi5","tsiū-mî","tsiu7-mi5","5504"
"eng-àm sî","eng-am3 si5","ing-àm sî","ing-am3 si5","5505"
"àm-sî-á","am3-si5-a2","àm-sî-á","am3-si5-a2","5506"
"chá-sî","cha2-si5","tsá-sî","tsa2-si5","5507"
"chá-thâu","cha2-thau5","tsá-thâu","tsa2-thau5","5508"
"chiū chá-khí","chiu7 cha2-khi2","tsiū tsá-khí","tsiu7 tsa2-khi2","5509"
"chá-po͘","cha2-poo","tsá-poo","tsa2-poo","5510"
"saⁿ-goe̍h cheh","sann-goeh8 cheh","sann-gue̍h tseh","sann-gueh8 tseh","5511"
"káu-goe̍h-tiông-iâng","kau2-goeh8-tiong5-iang5","káu-gue̍h-tiông-iâng","kau2-gueh8-tiong5-iang5","5512"
"āu-bóe-á","au7-boe2-a2","āu-bué-á","au7-bue2-a2","5513"
"kîⁿ-thâu-á","kinn5-thau5-a2","kînn-thâu-á","kinn5-thau5-a2","5514"
"saⁿ-khò͘-pang","sann-khoo3-pang","sann-khòo-pang","sann-khoo3-pang","5515"
"iû-î","iu5-i5","iû-î","iu5-i5","5516"
"thàu-chá","thau3-cha2","thàu-tsá","thau3-tsa2","5517"
"chá-khí-po͘","cha2-khi2-poo","tsá-khí-poo","tsa2-khi2-poo","5518"
"ē-po͘-sî-á","e7-poo-si5-a2","ē-poo-sî-á","e7-poo-si5-a2","5519"
"beh-àm-lo","beh-am3-lo","beh-àm-lo","beh-am3-lo","5520"
"bóe-àm-á","boe2-am3-a2","bué-àm-á","bue2-am3-a2","5521"
"thiⁿ-beh-àm-ah","thinn-beh-am3-ah","thinn-beh-àm-ah","thinn-beh-am3-ah","5522"
"āu-á","au7-a2","āu-á","au7-a2","5523"
"lō͘-bóe","loo7-boe2","lōo-bué","loo7-bue2","5524"
"āu-ā","au7-a7","āu-ā","au7-a7","5525"
"āu-pêng","au7-peng5","āu-pîng","au7-ping5","5526"
"toh-ūi-á","toh-ui7-a2","toh-uī-á","toh-ui7-a2","5527"
"chá-sî-á","cha2-si5-a2","tsá-sî-á","tsa2-si5-a2","5528"
"tàu-ah","tau3-ah","tàu-ah","tau3-ah","5529"
"kòe-tàu","koe3-tau3","kuè-tàu","kue3-tau3","5530"
"ē-tàu-sî-á","e7-tau3-si5-a2","ē-tàu-sî-á","e7-tau3-si5-a2","5531"
"ji̍t-beh-àm","jit8-beh-am3","ji̍t-beh-àm","jit8-beh-am3","5532"
"beh-àm-ah","beh-am3-ah","beh-àm-ah","beh-am3-ah","5533"
"bóe-àm-á-sî","boe2-am3-a2-si5","bué-àm-á-sî","bue2-am3-a2-si5","5534"
"ji̍t-thâu beh lo̍h-soaⁿ","jit8-thau5 beh loh8-soann","ji̍t-thâu beh lo̍h-suann","jit8-thau5 beh loh8-suann","5535"
"kôaⁿ--lâng-ê sî","koann5--lang5-e5 si5","kuânn--lâng-ê sî","kuann5--lang5-e5 si5","5536"
"chheng-bêng","chheng-beng5","tshing-bîng","tshing-bing5","5537"
"saⁿ-ji̍t cheh","sann-jit8 cheh","sann-ji̍t tseh","sann-jit8 tseh","5538"
"tiông-iâng-cheh","tiong5-iang5-cheh","tiông-iâng-tseh","tiong5-iang5-tseh","5539"
"chêng-á","cheng5-a2","tsîng-á","tsing5-a2","5540"
"kha-chiah-āu","kha-chiah-au7","kha-tsiah-āu","kha-tsiah-au7","5541"
"chiàⁿ-bīn","chiann3-bin7","tsiànn-bīn","tsiann3-bin7","5542"
"pông-piⁿ","pong5-pinn","pông-pinn","pong5-pinn","5543"
"toh-lo̍h","toh-loh8","toh-lo̍h","toh-loh8","5544"
"toh-chi̍t-ūi","toh-chit8-ui7","toh-tsi̍t-uī","toh-tsit8-ui7","5545"
"ke-si-thâu-á","ke-si-thau5-a2","ke-si-thâu-á","ke-si-thau5-a2","5546"
"sai-khia-chîⁿ","sai-khia-chinn5","sai-khia-tsînn","sai-khia-tsinn5","5547"
"ke-hóe-á","ke-hoe2-a2","ke-hué-á","ke-hue2-a2","5548"
"sé-saⁿ-pang-á","se2-sann-pang-a2","sé-sann-pang-á","se2-sann-pang-a2","5549"
"saⁿ-khò-pang","sann-kho3-pang","sann-khò-pang","sann-kho3-pang","5550"
"sé-saⁿ-á-pang","se2-sann-a2-pang","sé-sann-á-pang","se2-sann-a2-pang","5551"
"thoah-pang-á","thoah-pang-a2","thuah-pang-á","thuah-pang-a2","5552"
"iû-kho͘","iu5-khoo","iû-khoo","iu5-khoo","5553"
"soat-môe","soat-moe5","suat-muê","suat-mue5","5554"
"jû-chhú-jû-chhú","ju5-chhu2-ju5-chhu2","jû-tshú-jû-tshú","ju5-tshu2-ju5-tshu2","5555"
"án-ná","an2-na2","án-ná","an2-na2","5556"
"tī-chia","ti7-chia","tī-tsia","ti7-tsia","5557"
"khiā-chia","khia7-chia","khiā-tsia","khia7-tsia","5558"
"khiā-hia","khia7-hia","khiā-hia","khia7-hia","5559"
"chiah-nī","chiah-ni7","tsiah-nī","tsiah-ni7","5560"
"gōa-nī","goa7-ni7","guā-nī","gua7-ni7","5561"
"káⁿ-chiah-nī","kann2-chiah-ni7","kánn-tsiah-nī","kann2-tsiah-ni7","5562"
"tio̍h-sī","tioh8-si7","tio̍h-sī","tioh8-si7","5563"
"nā-sī","na7-si7","nā-sī","na7-si7","5564"
"piān-nā-sī","pian7-na7-si7","piān-nā-sī","pian7-na7-si7","5565"
"hoân-nā-sī","hoan5-na7-si7","huân-nā-sī","huan5-na7-si7","5566"
"khòaⁿ-māi","khoann3-mai7","khuànn-māi","khuann3-mai7","5567"
"khó-í","kho2-i2","khó-í","kho2-i2","5568"
"ē-thang","e7-thang","ē-thang","e7-thang","5569"
"káⁿ-sī","kann2-si7","kánn-sī","kann2-si7","5570"
"khah-sī","khah-si7","khah-sī","khah-si7","5571"
"pēng-chhiáⁿ","peng7-chhiann2","pīng-tshiánn","ping7-tshiann2","5572"
"jî-chhiáⁿ","ji5-chhiann2","jî-tshiánn","ji5-tshiann2","5573"
"siōng-chhiáⁿ","siong7-chhiann2","siōng-tshiánn","siong7-tshiann2","5574"
"káⁿ-tān","kann2-tan7","kánn-tān","kann2-tan7","5575"
"m̄-chí","m7-chi2","m̄-tsí","m7-tsi2","5576"
"m̄-niā","m7-nia7","m̄-niā","m7-nia7","5577"
"m̄-chí","m7-chi2","m̄-tsí","m7-tsi2","5578"
"m̄-niā","m7-nia7","m̄-niā","m7-nia7","5579"
"bô-káⁿ-tēng","bo5-kann2-teng7","bô-kánn-tīng","bo5-kann2-ting7","5580"
"tān-tān","tan7-tan7","tān-tān","tan7-tan7","5581"
"chóng-sī","chong2-si7","tsóng-sī","tsong2-si7","5582"
"khiok-sī","khiok-si7","khiok-sī","khiok-si7","5583"
"tān-chāi","tan7-chai7","tān-tsāi","tan7-tsai7","5584"
"ū-kàu-thang","u7-kau3-thang","ū-kàu-thang","u7-kau3-thang","5585"
"éng-ē","eng2-e7","íng-ē","ing2-e7","5586"
"put-tit-put","put-tit-put","put-tit-put","put-tit-put","5587"
"hòng-chhiáⁿ","hong3-chhiann2","hòng-tshiánn","hong3-tshiann2","5588"
"chìn-chi̍t-pō͘","chin3-chit8-poo7","tsìn-tsi̍t-pōo","tsin3-tsit8-poo7","5589"
"m̄-kóng-sī","m7-kong2-si7","m̄-kóng-sī","m7-kong2-si7","5590"
"put-pí","put-pi2","put-pí","put-pi2","5591"
"put-jû","put-ju5","put-jû","put-ju5","5592"
"bē-thang","be7-thang","bē-thang","be7-thang","5593"
"bô-thang","bo5-thang","bô-thang","bo5-thang","5594"
"bē-kàu","be7-kau3","bē-kàu","be7-kau3","5595"
"hō͘-lâng","hoo7-lang5","hōo-lâng","hoo7-lang5","5596"
"koh-chài","koh-chai3","koh-tsài","koh-tsai3","5597"
"lám-teh-thiáu","lam2-teh-thiau2","lám-teh-thiáu","lam2-teh-thiau2","5598"
"thài-sòe chheⁿ","thai3-soe3 chhenn","thài-suè tshenn","thai3-sue3 tshenn","5599"
"kim-o͘","kim-oo","kim-oo","kim-oo","5600"
"sîn-chheⁿ","sin5-chhenn","sîn-tshenn","sin5-tshenn","5601"
"tìn-chheⁿ","tin3-chhenn","tìn-tshenn","tin3-tshenn","5602"
"hô-kiàⁿ-thang","ho5-kiann3-thang","hô-kiànn-thang","ho5-kiann3-thang","5603"
"tōa-kún-chúi","toa7-kun2-chui2","tuā-kún-tsuí","tua7-kun2-tsui2","5604"
"kún-chúi-soaⁿ","kun2-chui2-soann","kún-tsuí-suann","kun2-tsui2-suann","5605"
"Tâi-oân-ōe","Tai5-oan5-oe7","Tâi-uân-uē","Tai5-uan5-ue7","5606"
"chio̍h-bó-leng","chioh8-bo2-leng","tsio̍h-bó-ling","tsioh8-bo2-ling","5607"
"chho͘-hoe","chhoo-hoe","tshoo-hue","tshoo-hue","5608"
"ke-khì-thn̂g","ke-khi3-thng5","ke-khì-thn̂g","ke-khi3-thng5","5609"
"phah-hóe hiaⁿ-tī","phah-hoe2 hiann-ti7","phah-hué hiann-tī","phah-hue2 hiann-ti7","5610"
"tōa-lâng khí","toa7-lang5 khi2","tuā-lâng khí","tua7-lang5 khi2","5611"
"gín-á-khí","gin2-a2-khi2","gín-á-khí","gin2-a2-khi2","5612"
"âng kam-chià","ang5 kam-chia3","âng kam-tsià","ang5 kam-tsia3","5613"
"chúi-kúi-á","chui2-kui2-a2","tsuí-kuí-á","tsui2-kui2-a2","5614"
"pe̍h-mī","peh8-mi7","pe̍h-mī","peh8-mi7","5615"
"kiáⁿ-sun tē","kiann2-sun te7","kiánn-sun tē","kiann2-sun te7","5616"
"saⁿ siau chèng","sann siau cheng3","sann siau tsìng","sann siau tsing3","5617"
"kha-chhng-kiû","kha-chhng-kiu5","kha-tshng-kiû","kha-tshng-kiu5","5618"
"ō͘ thâu","oo7 thau5","ōo thâu","oo7 thau5","5619"
"sng kut-lûn thiàⁿ kut chat","sng kut-lun5 thiann3 kut chat","sng kut-lûn thiànn kut tsat","sng kut-lun5 thiann3 kut tsat","5620"
"chhàu-ku-á","chhau3-ku-a2","tshàu-ku-á","tshau3-ku-a2","5621"
"sù-hong chóa","su3-hong choa2","sù-hong tsuá","su3-hong tsua2","5622"
"sió-pau","sio2-pau","sió-pau","sio2-pau","5623"
"Hú- gio̍k","Hu2- giok8","Hú- gio̍k","Hu2- giok8","5624"
"chúi-kúi-á-saⁿ","chui2-kui2-a2-sann","tsuí-kuí-á-sann","tsui2-kui2-a2-sann","5625"
"hái-káu","hai2-kau2","hái-káu","hai2-kau2","5626"
"peh-kha-hî","peh-kha-hi5","peh-kha-hî","peh-kha-hi5","5627"
"sûi-jī-tha̍k","sui5-ji7-thak8","suî-jī-tha̍k","sui5-ji7-thak8","5628"
"pòaⁿ-thit-thô","poann3-thit-tho5","puànn-thit-thô","puann3-thit-tho5","5629"
"chia̍h-hó-liāu","chiah8-ho2-liau7","tsia̍h-hó-liāu","tsiah8-ho2-liau7","5630"
"chia̍h-chheⁿ-chhau","chiah8-chhenn-chhau","tsia̍h-tshenn-tshau","tsiah8-tshenn-tshau","5631"
"chia̍h tōa-toh","chiah8 toa7-toh","tsia̍h tuā-toh","tsiah8 tua7-toh","5632"
"chia̍h- tōa- tǹg","chiah8- toa7- tng3","tsia̍h- tuā- tǹg","tsiah8- tua7- tng3","5633"
"chia̍h- tōa-tùiⁿ","chiah8- toa7-tuinn3","tsia̍h- tuā-tuìnn","tsiah8- tua7-tuinn3","5633"
"koe-chí iâm","koe-chi2 iam5","kue-tsí iâm","kue-tsi2 iam5","5634"
"soaⁿ-niau","soann-niau","suann-niau","suann-niau","5635"
"chia̍h kam-á","chiah8 kam-a2","tsia̍h kam-á","tsiah8 kam-a2","5636"
"khà -ki -á","kha3 -ki -a2","khà -ki -á","kha3 -ki -a2","5637"
"kho͘-ki-á","khoo-ki-a2","khoo-ki-á","khoo-ki-a2","5638"
"hō͘-sòaⁿ chhiū","hoo7-soann3 chhiu7","hōo-suànn tshiū","hoo7-suann3 tshiu7","5639"
"chhàu io̍h-oân-á","chhau3 ioh8-oan5-a2","tshàu io̍h-uân-á","tshau3 ioh8-uan5-a2","5640"
"ke-mo͘-kóng-á","ke-moo-kong2-a2","ke-moo-kóng-á","ke-moo-kong2-a2","5641"
"hō͘-sòaⁿ-tiàm","hoo7-soann3-tiam3","hōo-suànn-tiàm","hoo7-suann3-tiam3","5642"
"tāu-chhài gê","tau7-chhai3 ge5","tāu-tshài gê","tau7-tshai3 ge5","5643"
"tiān-sòaⁿ phoe","tian7-soann3 phoe","tiān-suànn phue","tian7-suann3 phue","5644"
"chē-kiō","che7-kio7","tsē-kiō","tse7-kio7","5645"
"chia̍h to-á-bah","chiah8 to-a2-bah","tsia̍h to-á-bah","tsiah8 to-a2-bah","5646"
"khui-to","khui-to","khui-to","khui-to","5647"
"thâi-koah","thai5-koah","thâi-kuah","thai5-kuah","5648"
"pau-tòa","pau-toa3","pau-tuà","pau-tua3","5649"
"kún-io̍h-chúi","kun2-ioh8-chui2","kún-io̍h-tsuí","kun2-ioh8-tsui2","5650"
"ka-kī- nauh","ka-ki7- nauh","ka-kī- nauh","ka-ki7- nauh","5651"
"lián-chîⁿ","lian2-chinn5","lián-tsînn","lian2-tsinn5","5652"
"oai-ko-chîⁿ","oai-ko-chinn5","uai-ko-tsînn","uai-ko-tsinn5","5653"
"chi̍t-ê  chi̍t-ê","chit8-e5  chit8-e5","tsi̍t-ê  tsi̍t-ê","tsit8-e5  tsit8-e5","5654"
"chi̍t-tiám-tiám-á","chit8-tiam2-tiam2-a2","tsi̍t-tiám-tiám-á","tsit8-tiam2-tiam2-a2","5655"
"chi̍t-phí-phí-á","chit8-phi2-phi2-a2","tsi̍t-phí-phí-á","tsit8-phi2-phi2-a2","5656"
"bān-sū sià-lo̍h tōa-hái","ban7-su7 sia3-loh8 toa7-hai2","bān-sū sià-lo̍h tuā-hái","ban7-su7 sia3-loh8 tua7-hai2","5657"
"chi̍t-lâng kóng chi̍t-ōe","chit8-lang5 kong2 chit8-oe7","tsi̍t-lâng kóng tsi̍t-uē","tsit8-lang5 kong2 tsit8-ue7","5658"
"cha̍p-chhe kiam koán-ke","chap8-chhe kiam koan2-ke","tsa̍p-tshe kiam kuán-ke","tsap8-tshe kiam kuan2-ke","5659"
"hāu-tiúⁿ kiam kòng-cheng","hau7-tiunn2 kiam kong3-cheng","hāu-tiúnn kiam kòng-tsing","hau7-tiunn2 kiam kong3-tsing","5660"
"chi̍t-ē-á-kiáⁿ","chit8-e7-a2-kiann2","tsi̍t-ē-á-kiánn","tsit8-e7-a2-kiann2","5661"
"chò chi̍t-chhùi","cho3 chit8-chhui3","tsò tsi̍t-tshuì","tso3 tsit8-tshui3","5662"
"kap chi̍t-ē thun-lo̍h","kap chit8-e7 thun-loh8","kap tsi̍t-ē thun-lo̍h","kap tsit8-e7 thun-loh8","5663"
"chi̍t-chhùi-khùi","chit8-chhui3-khui3","tsi̍t-tshuì-khuì","tsit8-tshui3-khui3","5664"
"it-má kòa siang oaⁿ","it-ma2 koa3 siang oann","it-má kuà siang uann","it-ma2 kua3 siang uann","5665"
"chi̍t-ê cha-bó͘-kiáⁿ ín nn̄g-ê chhin-chiâⁿ","chit8-e5 cha-boo2-kiann2 in2 nng7-e5 chhin-chiann5","tsi̍t-ê tsa-bóo-kiánn ín nn̄g-ê tshin-tsiânn","tsit8-e5 tsa-boo2-kiann2 in2 nng7-e5 tshin-tsiann5","5666"
"chi̍t-chhok-á","chit8-chhok-a2","tsi̍t-tshok-á","tsit8-tshok-a2","5667"
"chi̍t-ê soaⁿ-thâu","chit8-e5 soann-thau5","tsi̍t-ê suann-thâu","tsit8-e5 suann-thau5","5668"
"chi̍t-chiah chià-ko͘","chit8-chiah chia3-koo","tsi̍t-tsiah tsià-koo","tsit8-tsiah tsia3-koo","5668"
"chheh -chū-á","chheh -chu7-a2","tsheh -tsū-á","tsheh -tsu7-a2","5669"
"tōa-thâu-teng","toa7-thau5-teng","tuā-thâu-ting","tua7-thau5-ting","5670"
"ia̍h-tiûⁿ","iah8-tiunn5","ia̍h-tiûnn","iah8-tiunn5","5671"
"phek-le̍k","phek-lek8","phik-li̍k","phik-lik8","5672"
"chho͘-chóa","chhoo-choa2","tshoo-tsuá","tshoo-tsua2","5673"
"hō͘-kháu phō͘-á","hoo7-khau2 phoo7-a2","hōo-kháu phōo-á","hoo7-khau2 phoo7-a2","5674"
"hō͘-kháu chheh","hoo7-khau2 chheh","hōo-kháu tsheh","hoo7-khau2 tsheh","5675"
"kek-ah phō͘-á","kek-ah phoo7-a2","kek-ah phōo-á","kek-ah phoo7-a2","5676"
"kng-kiō","kng-kio7","kng-kiō","kng-kio7","5677"
"chhēng ūn-tōng-ê","chheng7 un7-tong7-e5","tshīng ūn-tōng-ê","tshing7 un7-tong7-e5","5678"
"o͘-ta-chôa","oo-ta-choa5","oo-ta-tsuâ","oo-ta-tsua5","5679"
"kûn-thâu ko-ko chāi-siōng","kun5-thau5 ko-ko chai7-siong7","kûn-thâu ko-ko tsāi-siōng","kun5-thau5 ko-ko tsai7-siong7","5680"
"thiⁿ-gōa ū-thiⁿ","thinn-goa7 u7-thinn","thinn-guā ū-thinn","thinn-gua7 u7-thinn","5681"
"lâng gōa ū lâng","lang5 goa7 u7 lang5","lâng guā ū lâng","lang5 gua7 u7 lang5","5681"
"it put chok","it put chok","it put tsok","it put tsok","5682"
"jī put hiu","ji7 put hiu","jī put hiu","ji7 put hiu","5682"
"chi̍t-tiám iā niau","chit8-tiam2 ia7 niau","tsi̍t-tiám iā niau","tsit8-tiam2 ia7 niau","5683"
"pah-tiám iā niau","pah-tiam2 ia7 niau","pah-tiám iā niau","pah-tiam2 ia7 niau","5683"
"it gō͘ it cha̍p","it goo7 it chap8","it gōo it tsa̍p","it goo7 it tsap8","5684"
"it gō͘ jī koàn chhit","it goo7 ji7 koan3 chhit","it gōo jī kuàn tshit","it goo7 ji7 kuan3 tshit","5685"
"chi̍t-khang chi̍t khiah","chit8-khang chit8 khiah","tsi̍t-khang tsi̍t khiah","tsit8-khang tsit8 khiah","5686"
"ti̍t-chháu bô-ni","tit8-chhau2 bo5-ni","ti̍t-tsháu bô-ni","tit8-tshau2 bo5-ni","5687"
"hoâiⁿ-chháu bô liàm","hoainn5-chhau2 bo5 liam3","huâinn-tsháu bô liàm","huainn5-tshau2 bo5 liam3","5687"
"ū-kang chiū-ū hu","u7-kang chiu7-u7 hu","ū-kang tsiū-ū hu","u7-kang tsiu7-u7 hu","5688"
"ū-chia̍h ū kiâⁿ-khì","u7-chiah8 u7 kiann5-khi3","ū-tsia̍h ū kiânn-khì","u7-tsiah8 u7 kiann5-khi3","5689"
"ū sio-hiuⁿ ū pó-pì","u7 sio-hiunn u7 po2-pi3","ū sio-hiunn ū pó-pì","u7 sio-hiunn u7 po2-pi3","5689"
"kut-la̍t chia̍h-la̍t","kut-lat8 chiah8-lat8","kut-la̍t tsia̍h-la̍t","kut-lat8 tsiah8-lat8","5690"
"pân-tōaⁿ thun-nōa","pan5-toann7 thun-noa7","pân-tuānn thun-nuā","pan5-tuann7 thun-nua7","5690"
"chi̍t-kang kàu-àm","chit8-kang kau3-am3","tsi̍t-kang kàu-àm","tsit8-kang kau3-am3","5691"
"it-sim nn̄g iōng","it-sim nng7 iong7","it-sim nn̄g īong","it-sim nng7 iong7","5692"
"iā-beh kò͘ chûn","ia7-beh koo3 chun5","iā-beh kòo tsûn","ia7-beh koo3 tsun5","5693"
"iā-beh kò͘ chài","ia7-beh koo3 chai3","iā-beh kòo tsài","ia7-beh koo3 tsai3","5693"
"nn̄g pō͘ chhit-á","nng7 poo7 chhit-a2","nn̄g pōo tshit-á","nng7 poo7 tshit-a2","5694"
"kng koaⁿ-chhâ kiam bāu khàu","kng koann-chha5 kiam bau7 khau3","kng kuann-tshâ kiam bāu khàu","kng kuann-tsha5 kiam bau7 khau3","5695"
"hāu-tiúⁿ kiam kòng cheng","hau7-tiunn2 kiam kong3 cheng","hāu-tiúnn kiam kòng tsing","hau7-tiunn2 kiam kong3 tsing","5696"
"chi̍t-chhiú pau-pān","chit8-chhiu2 pau-pan7","tsi̍t-tshiú pau-pān","tsit8-tshiu2 pau-pan7","5697"
"cha̍p-chhe kiam koán-ke","chap8-chhe kiam koan2-ke","tsa̍p-tshe kiam kuán-ke","tsap8-tshe kiam kuan2-ke","5698"
"khò͘-té tē pōng-chí","khoo3-te2 te7 pong7-chi2","khòo-té tē pōng-tsí","khoo3-te2 te7 pong7-tsi2","5699"
"lak-tē-á tē pōng-chí","lak-te7-a2 te7 pong7-chi2","lak-tē-á tē pōng-tsí","lak-te7-a2 te7 pong7-tsi2","5700"
"m̄-ta̍t saⁿ-sián chîⁿ","m7-tat8 sann-sian2 chinn5","m̄-ta̍t sann-sián tsînn","m7-tat8 sann-sian2 tsinn5","5701"
"chi̍t-ji̍t saⁿ hâng-chêng","chit8-jit8 sann hang5-cheng5","tsi̍t-ji̍t sann hâng-tsîng","tsit8-jit8 sann hang5-tsing5","5703"
"gō͘-sî chò-io̍h","goo7-si5 cho3-ioh8","gōo-sî tsò-io̍h","goo7-si5 tso3-ioh8","5704"
"la̍k-sî chò-chio̍h","lak8-si5 cho3-chioh8","la̍k-sî tsò-tsio̍h","lak8-si5 tso3-tsioh8","5704"
"it-ji̍t put-kiàn jû saⁿ chhiu","it-jit8 put-kian3 ju5 sann chhiu","it-ji̍t put-kiàn jû sann tshiu","it-jit8 put-kian3 ju5 sann tshiu","5705"
"saⁿ-ji̍t put-kiàn kiú liu-liu","sann-jit8 put-kian3 kiu2 liu-liu","sann-ji̍t put-kiàn kiú liu-liu","sann-jit8 put-kian3 kiu2 liu-liu","5706"
"saⁿ chò sì hioh","sann cho3 si3 hioh","sann tsò sì hioh","sann tso3 si3 hioh","5707"
"chi̍t-ji̍t thó-hái","chit8-jit8 tho2-hai2","tsi̍t-ji̍t thó-hái","tsit8-jit8 tho2-hai2","5708"
"saⁿ-ji̍t pha̍k-bāng","sann-jit8 phak8-bang7","sann-ji̍t pha̍k-bāng","sann-jit8 phak8-bang7","5708"
"chi̍t-ji̍t lia̍h-hî","chit8-jit8 liah8-hi5","tsi̍t-ji̍t lia̍h-hî","tsit8-jit8 liah8-hi5","5709"
"saⁿ-ji̍t pha̍k-bāng","sann-jit8 phak8-bang7","sann-ji̍t pha̍k-bāng","sann-jit8 phak8-bang7","5709"
"chi̍t-ji̍t phah-chiáu","chit8-jit8 phah-chiau2","tsi̍t-ji̍t phah-tsiáu","tsit8-jit8 phah-tsiau2","5710"
"saⁿ-ji̍t bán-mo͘","sann-jit8 ban2-moo","sann-ji̍t bán-moo","sann-jit8 ban2-moo","5710"
"pí-lî-khiap-sái","pi2-li5-khiap-sai2","pí-lî-khiap-sái","pi2-li5-khiap-sai2","5711"
"kan-ta beh poa̍h-poe","kan-ta beh poah8-poe","kan-ta beh pua̍h-pue","kan-ta beh puah8-pue","5712"
"m̄-kam tiám chi̍t-ki-hiuⁿ","m7-kam tiam2 chit8-ki-hiunn","m̄-kam tiám tsi̍t-ki-hiunn","m7-kam tiam2 tsit8-ki-hiunn","5712"
"chi̍t-ê chîⁿ phah jia̍p sì ê kat","chit8-e5 chinn5 phah jiap8 si3 e5 kat","tsi̍t-ê tsînn phah jia̍p sì ê kat","tsit8-e5 tsinn5 phah jiap8 si3 e5 kat","5713"
"khì-khùn","khi3-khun3","khì-khùn","khi3-khun3","5714"
"ang-á-bó͘ kāng sim","ang-a2-boo2 kang7 sim","ang-á-bóo kāng sim","ang-a2-boo2 kang7 sim","5715"
"siá kong-khò","sia2 kong-kho3","siá kong-khò","sia2 kong-kho3","5716"
"āu chi̍t-ê","au7 chit8-e5","āu tsi̍t-ê","au7 tsit8-e5","5717"
"chúi-chūn-á","chui2-chun7-a2","tsuí-tsūn-á","tsui2-tsun7-a2","5718"
"tiān-sī chūn á","tian7-si7 chun7 a2","tiān-sī tsūn á","tian7-si7 tsun7 a2","5719"
"chúi-chūn-á-thâu","chui2-chun7-a2-thau5","tsuí-tsūn-á-thâu","tsui2-tsun7-a2-thau5","5720"
"sio-pau","sio-pau","sio-pau","sio-pau","5721"
"móa-iûⁿ-ti̍t-kài","moa2-iunn5-tit8-kai3","muá-iûnn-ti̍t-kài","mua2-iunn5-tit8-kai3","5722"
"chúi-ong-ong-lâu","chui2-ong-ong-lau5","tsuí-ong-ong-lâu","tsui2-ong-ong-lau5","5723"
"sòaⁿ-iā-iā","soann3-ia7-ia7","suànn-iā-iā","suann3-ia7-ia7","5724"
"hoe-si-hiat-kái","hoe-si-hiat-kai2","hue-si-hiat-kái","hue-si-hiat-kai2","5725"
"hng-hng-hìⁿ-hìⁿ","hng-hng-hinn3-hinn3","hng-hng-hìnn-hìnn","hng-hng-hinn3-hinn3","5726"
"hng-hng-hùi-hùi","hng-hng-hui3-hui3","hng-hng-huì-huì","hng-hng-hui3-hui3","5727"
"hoe-hoe-hìⁿ-hìⁿ","hoe-hoe-hinn3-hinn3","hue-hue-hìnn-hìnn","hue-hue-hinn3-hinn3","5728"
"sòaⁿ-phóng-phóng","soann3-phong2-phong2","suànn-phóng-phóng","suann3-phong2-phong2","5729"
"sòaⁿ-phún-phún","soann3-phun2-phun2","suànn-phún-phún","suann3-phun2-phun2","5730"
"hô͘-chhe-chhe","hoo5-chhe-chhe","hôo-tshe-tshe","hoo5-tshe-tshe","5731"
"hô͘-sa̍p-sa̍p","hoo5-sap8-sap8","hôo-sa̍p-sa̍p","hoo5-sap8-sap8","5732"
