"poj_unicode","poj_input","kiplmj_unicode","kiplmj_input","main_id"
"siuⁿ hàm","siunn ham3","siunn hàm","siunn ham3","1351"
"lāng-lêng lāng-sai","lang7-leng5 lang7-sai","lāng-lîng lāng-sai","lang7-ling5 lang7-sai","1352"
"khòaⁿ siáⁿ","khoann3 siann2","khuànn siánn","khuann3 siann2","1353"
"ka-iû thiam-chhò͘","ka-iu5 thiam-chhoo3","ka-iû thiam-tshòo","ka-iu5 thiam-tshoo3","1354"
"hâng-khong-bú-lām","hang5-khong-bu2-lam7","hâng-khong-bú-lām","hang5-khong-bu2-lam7","1355"
"Pat-sian Lo̍k-hn̂g","Pat-sian Lok8-hng5","Pat-sian Lo̍k-hn̂g","Pat-sian Lok8-hng5","1356"
"a-pô lí mài chhá","a-po5 li2 mai3 chha2","a-pô lí mài tshá","a-po5 li2 mai3 tsha2","1357"
"chu-giap","chu-giap","tsu-giap","tsu-giap","1358"
"hu-ló͘-keng","hu-loo2-keng","hu-lóo-king","hu-loo2-king","1359"
"o͘-khí-ná-oah","oo-khi2-na2-oah","oo-khí-ná-uah","oo-khi2-na2-uah","1360"
"chhiū-á-kha","chhiu7-a2-kha","tshiū-á-kha","tshiu7-a2-kha","1361"
"pó-choân","po2-choan5","pó-tsuân","po2-tsuan5","1362"
"tē-chhiú","te7-chhiu2","tē-tshiú","te7-tshiu2","1363"
"káu-sái","kau2-sai2","káu-sái","kau2-sai2","1364"
"phāiⁿ chheh-phāiⁿ-á","phainn7 chheh-phainn7-a2","phāinn tsheh-phāinn-á","phainn7 tsheh-phainn7-a2","1365"
"pián-si̍t-thng","pian2-sit8-thng","pián-si̍t-thng","pian2-sit8-thng","1366"
"bô-tāi-bô-chì","bo5-tai7-bo5-chi3","bô-tāi-bô-tsì","bo5-tai7-bo5-tsi3","1367"
"khì se-hong ke̍k-lo̍k sè-kài","khi3 se-hong kek8-lok8 se3-kai3","khì se-hong ki̍k-lo̍k sè-kài","khi3 se-hong kik8-lok8 se3-kai3","1368"
"hoe-á-chhài","hoe-a2-chhai3","hue-á-tshài","hue-a2-tshai3","1369"
"he̍k-hūi-liāu","hek8-hui7-liau7","hi̍k-huī-liāu","hik8-hui7-liau7","1370"
"tō sī pe̍h-chhi tō sī kông","to7 si7 peh8-chhi to7 si7 kong5","tō sī pe̍h-tshi tō sī kông","to7 si7 peh8-tshi to7 si7 kong5","1371"
"án-chóaⁿ","an2-choann2","án-tsuánn","an2-tsuann2","1372"
"kóng-pò","kong2-po3","kóng-pò","kong2-po3","1373"
"mī-kóe","mi7-koe2","mī-kué","mi7-kue2","1374"
"chin hó chhōe","chin ho2 chhoe7","tsin hó tshuē","tsin ho2 tshue7","1375"
"soe-bóe-tō-jîn","soe-boe2-to7-jin5","sue-bué-tō-jîn","sue-bue2-to7-jin5","1376"
"soe-bóe-tō-jîn","soe-boe2-to7-jin5","sue-bué-tō-jîn","sue-bue2-to7-jin5","1377"
"ki-kiàn","ki-kian3","ki-kiàn","ki-kian3","1378"
"hannh-tio̍h","hannh-tioh8","hannh-tio̍h","hannh-tioh8","1379"
"cháu-lō͘","chau2-loo7","tsáu-lōo","tsau2-loo7","1380"
"pe̍h-chhat","peh8-chhat","pe̍h-tshat","peh8-tshat","1381"
"phiàu-kin","phiau3-kin","phiàu-kin","phiau3-kin","1382"
"chhàu-thâu-chiáu","chhau3-thau5-chiau2","tshàu-thâu-tsiáu","tshau3-thau5-tsiau2","1383"
"tiong-kan","tiong-kan","tiong-kan","tiong-kan","1384"
"pat-tin","pat-tin","pat-tin","pat-tin","1385"
"lí chiok hó tàu-tīn","li2 chiok ho2 tau3-tin7","lí tsiok hó tàu-tīn","li2 tsiok ho2 tau3-tin7","1386"
"chhêng-peh-chhiū","chheng5-peh-chhiu7","tshîng-peh-tshiū","tshing5-peh-tshiu7","1387"
"pùn-sái-ku","pun3-sai2-ku","pùn-sái-ku","pun3-sai2-ku","1388"
"kiat-á-ku","kiat-a2-ku","kiat-á-ku","kiat-a2-ku","1389"
"kheⁿ-tōng","khenn-tong7","khenn-tōng","khenn-tong7","1390"
"kiat-á-ku","kiat-a2-ku","kiat-á-ku","kiat-a2-ku","1391"
"chin chē","chin che7","tsin tsē","tsin tse7","1392"
"chin chōe","chin choe7","tsin tsuē","tsin tsue7","1392"
"lak-khì --ah","lak-khi3 --ah","lak-khì --ah","lak-khi3 --ah","1393"
"chhī-leng-keng","chhi7-leng-keng","tshī-ling-king","tshi7-ling-king","1394"
"lí leh chhòng siáⁿ-hòe","li2 leh chhong3 siann2-hoe3","lí leh tshòng siánn-huè","li2 leh tshong3 siann2-hue3","1395"
"kàn lín niâ","kan3 lin2 nia5","kàn lín niâ","kan3 lin2 nia5","1396"
"chiâⁿ chē","chiann5 che7","tsiânn tsē","tsiann5 tse7","1397"
"lak--ah","lak--ah","lak--ah","lak--ah","1398"
"chiok léng","chiok leng2","tsiok líng","tsiok ling2","1399"
"ke-kang","ke-kang","ke-kang","ke-kang","1400"
"bàng-kah","bang3-kah","bàng-kah","bang3-kah","1401"
"chhòng siáⁿ-mih","chhong3 siann2-mih","tshòng siánn-mih","tshong3 siann2-mih","1402"
"sái-sèng-tē","sai2-seng3-te7","sái-sìng-tē","sai2-sing3-te7","1403"
"pìⁿ-siàⁿ-báng","pinn3-siann3-bang2","pìnn-siànn-báng","pinn3-siann3-bang2","1404"
"pak-kiaⁿ-gí","pak-kiann-gi2","pak-kiann-gí","pak-kiann-gi2","1405"
"ōe-sian","oe7-sian","uē-sian","ue7-sian","1406"
"khà-hó͘-lān","kha3-hoo2-lan7","khà-hóo-lān","kha3-hoo2-lan7","1407"
"kùi-som-som","kui3-som-som","kuì-som-som","kui3-som-som","1408"
"chhut-gōa","chhut-goa7","tshut-guā","tshut-gua7","1409"
"iau-khí-chôa","iau-khi2-choa5","iau-khí-tsuâ","iau-khi2-tsua5","1410"
"sì hē sì","si3 he7 si3","sì hē sì","si3 he7 si3","1411"
"gō͘ chìn it","goo7 chin3 it","gōo tsìn it","goo7 tsin3 it","1411"
"bē ha̍h","be7 hah8","bē ha̍h","be7 hah8","1412"
"chhiú-so","chhiu2-so","tshiú-so","tshiu2-so","1413"
"hún-giô","hun2-gio5","hún-giô","hun2-gio5","1414"
"khōng-kha-khiàu","khong7-kha-khiau3","khōng-kha-khiàu","khong7-kha-khiau3","1415"
"ǹg-bāng","ng3-bang7","ǹg-bāng","ng3-bang7","1416"
"pìⁿ tó chi̍t chhut --ê","pinn3 to2 chit8 chhut --e5","pìnn tó tsi̍t tshut --ê","pinn3 to2 tsit8 tshut --e5","1417"
"saⁿ-hun-kiû","sann-hun-kiu5","sann-hun-kiû","sann-hun-kiu5","1418"
"Góa beh khì sńg","Goa2 beh khi3 sng2","Guá beh khì sńg","Gua2 beh khi3 sng2","1419"
"pa-khú-mí-lah","pa-khu2-mi2-lah","pa-khú-mí-lah","pa-khu2-mi2-lah","1420"
"chhin-ài--ê","chhin-ai3--e5","tshin-ài--ê","tshin-ai3--e5","1421"
"bē-kiàn-siàu","be7-kian3-siau3","bē-kiàn-siàu","be7-kian3-siau3","1422"
"sin-niû-saⁿ","sin-niu5-sann","sin-niû-sann","sin-niu5-sann","1423"
"iû-tái-bī","iu5-tai2-bi7","iû-tái-bī","iu5-tai2-bi7","1424"
"kā i sio--sí","ka7 i sio--si2","kā i sio--sí","ka7 i sio--si2","1425"
"hiu-keng","hiu-keng","hiu-king","hiu-king","1434"
"chhòng siáⁿ-hòe","chhong3 siann2-hoe3","tshòng siánn-huè","tshong3 siann2-hue3","1443"
"phōng-kó-ji̍t-pò","phong7-ko2-jit8-po3","phōng-kó-ji̍t-pò","phong7-ko2-jit8-po3","1444"
"nńg-piān","nng2-pian7","nńg-piān","nng2-pian7","1445"
"chiān-jîn","chian7-jin5","tsiān-jîn","tsian7-jin5","1446"
"tōa-kiaⁿ-sió-koài","toa7-kiann-sio2-koai3","tuā-kiann-sió-kuài","tua7-kiann-sio2-kuai3","1447"
"ūi-tio̍h chiong-lâi","ui7-tioh8 chiong-lai5","uī-tio̍h tsiong-lâi","ui7-tioh8 tsiong-lai5","1448"
"thó-kheh-hiaⁿ","tho2-kheh-hiann","thó-kheh-hiann","tho2-kheh-hiann","1449"
"khan-chhiú--ê","khan-chhiu2--e5","khan-tshiú--ê","khan-tshiu2--e5","1450"
"góa beh lâi-khì chhit-thô","goa2 beh lai5-khi3 chhit-tho5","guá beh lâi-khì tshit-thô","gua2 beh lai5-khi3 tshit-tho5","1451"
"kùi-sam-sam","kui3-sam-sam","kuì-sam-sam","kui3-sam-sam","1452"
"sam-kok-chì","sam-kok-chi3","sam-kok-tsì","sam-kok-tsi3","1453"
"sàu-thô͘-kha--ê","sau3-thoo5-kha--e5","sàu-thôo-kha--ê","sau3-thoo5-kha--e5","1454"
"chng-kha-lâng","chng-kha-lang5","tsng-kha-lâng","tsng-kha-lang5","1455"
"hòng-sàng-thâu","hong3-sang3-thau5","hòng-sàng-thâu","hong3-sang3-thau5","1456"
"nńg-thô͘-chhim-ku̍t","nng2-thoo5-chhim-kut8","nńg-thôo-tshim-ku̍t","nng2-thoo5-tshim-kut8","1457"
"tian-iông","tian-iong5","tian-iông","tian-iong5","1458"
"kho͘--khí-lâi","khoo--khi2-lai5","khoo--khí-lâi","khoo--khi2-lai5","1459"
"tāng-hêng-ki-chhia","tang7-heng5-ki-chhia","tāng-hîng-ki-tshia","tang7-hing5-ki-tshia","1460"
"kok-phò-ka-bông","kok-pho3-ka-bong5","kok-phò-ka-bông","kok-pho3-ka-bong5","1461"
"kiâm koh siap","kiam5 koh siap","kiâm koh siap","kiam5 koh siap","1462"
"pak-chúi","pak-chui2","pak-tsuí","pak-tsui2","1463"
"hûiⁿ-tn̂g","huinn5-tng5","huînn-tn̂g","huinn5-tng5","1464"
"hoâiⁿ-tn̂g","hoainn5-tng5","huâinn-tn̂g","huainn5-tng5","1464"
"ké-sian-ké-tak","ke2-sian-ke2-tak","ké-sian-ké-tak","ke2-sian-ke2-tak","1465"
"la-lun-á-sio","la-lun-a2-sio","la-lun-á-sio","la-lun-a2-sio","1466"
"tāi-kong","tai7-kong","tāi-kong","tai7-kong","1467"
"hóe-sio-chhù","hoe2-sio-chhu3","hué-sio-tshù","hue2-sio-tshu3","1468"
"chhùi","chhui3","tshuì","tshui3","1469"
"sió-thiú-hî","sio2-thiu2-hi5","sió-thiú-hî","sio2-thiu2-hi5","1470"
"chhiú-se gia̍h koân","chhiu2-se giah8 koan5","tshiú-se gia̍h kuân","tshiu2-se giah8 kuan5","1471"
"Góa kā lí kóng","Goa2 ka7 li2 kong2","Guá kā lí kóng","Gua2 ka7 li2 kong2","1472"
"Sam-kok-chì","Sam-kok-chi3","Sam-kok-tsì","Sam-kok-tsi3","1473"
"ah lí m̄ tio̍h chiok gâu","ah li2 m7 tioh8 chiok gau5","ah lí m̄ tio̍h tsiok gâu","ah li2 m7 tioh8 tsiok gau5","1474"
"to̍k-chhùi","tok8-chhui3","to̍k-tshuì","tok8-tshui3","1475"
"ài-tâi-gí","ai3-tai5-gi2","ài-tâi-gí","ai3-tai5-gi2","1476"
"cháu-âng-teng","chau2-ang5-teng","tsáu-âng-ting","tsau2-ang5-ting","1477"
"chhiah-tō","chhiah-to7","tshiah-tō","tshiah-to7","1478"
"iân-pit","ian5-pit","iân-pit","ian5-pit","1479"
"góa bô leh kiaⁿ","goa2 bo5 leh kiann","guá bô leh kiann","gua2 bo5 leh kiann","1480"
"lí pàng-phùi","li2 pang3-phui3","lí pàng-phuì","li2 pang3-phui3","1481"
"sīⁿ-chhài-thâu","sinn7-chhai3-thau5","sīnn-tshài-thâu","sinn7-tshai3-thau5","1482"
"it-chōng-kiat-tn̂g","it-chong7-kiat-tng5","it-tsōng-kiat-tn̂g","it-tsong7-kiat-tng5","1484"
"khe̍nnh-thâm-io̍h","khennh8-tham5-ioh8","khe̍nnh-thâm-io̍h","khennh8-tham5-ioh8","1485"
"chhioh-kut","chhioh-kut","tshioh-kut","tshioh-kut","1486"
"lāi-sī-kiàⁿ","lai7-si7-kiann3","lāi-sī-kiànn","lai7-si7-kiann3","1487"
"hoán-o͘","hoan2-oo","huán-oo","huan2-oo","1488"
"pùn-sò ōe","pun3-so3 oe7","pùn-sò uē","pun3-so3 ue7","1489"
"chin chhù-bī","chin chhu3-bi7","tsin tshù-bī","tsin tshu3-bi7","1490"
"gō͘-sì-saⁿ","goo7-si3-sann","gōo-sì-sann","goo7-si3-sann","1491"
"m̄-chiâⁿ-gín-á","m7-chiann5-gin2-a2","m̄-tsiânn-gín-á","m7-tsiann5-gin2-a2","1492"
"chhàu-phùi-gín-á","chhau3-phui3-gin2-a2","tshàu-phuì-gín-á","tshau3-phui3-gin2-a2","1493"
"ùi-kôaⁿ","ui3-koann5","uì-kuânn","ui3-kuann5","1494"
"bí-kang-to","bi2-kang-to","bí-kang-to","bi2-kang-to","1495"
"chiáu-á-un","chiau2-a2-un","tsiáu-á-un","tsiau2-a2-un","1496"
"bû-te̍k","bu5-tek8","bû-ti̍k","bu5-tik8","1497"
"mī-thi","mi7-thi","mī-thi","mi7-thi","1498"
"hái-ku","hai2-ku","hái-ku","hai2-ku","1499"
"mài siū-khì","mai3 siu7-khi3","mài siū-khì","mai3 siu7-khi3","1500"
"lōa-lōa-sô","loa7-loa7-so5","luā-luā-sô","lua7-lua7-so5","1501"
"Chū-iû-sî-pō͘","Chu7-iu5-si5-poo7","Tsū-iû-sî-pōo","Tsu7-iu5-si5-poo7","1502"
"chiok hoaⁿ-hí","chiok hoann-hi2","tsiok huann-hí","tsiok huann-hi2","1503"
"gōa-chē chîⁿ","goa7-che7 chinn5","guā-tsē tsînn","gua7-tse7 tsinn5","1504"
"kā góa","ka7 goa2","kā guá","ka7 gua2","1505"
"chiok kó͘-chui","chiok koo2-chui","tsiok kóo-tsui","tsiok koo2-tsui","1506"
"kha-chhng--lah","kha-chhng--lah","kha-tshng--lah","kha-tshng--lah","1507"
"mài ké","mai3 ke2","mài ké","mai3 ke2","1508"
"m̄ kam-goān","m7 kam-goan7","m̄ kam-guān","m7 kam-guan7","1509"
"hún-si","hun2-si","hún-si","hun2-si","1510"
"sî-kiâⁿ","si5-kiann5","sî-kiânn","si5-kiann5","1511"
"chhut-chúi","chhut-chui2","tshut-tsuí","tshut-tsui2","1512"
"thiah-chia̍h lo̍h-pak","thiah-chiah8 loh8-pak","thiah-tsia̍h lo̍h-pak","thiah-tsiah8 loh8-pak","1513"
"thêng-sek siat-kè","theng5-sek siat-ke3","thîng-sik siat-kè","thing5-sik siat-ke3","1514"
"chin-chiàⁿ","chin-chiann3","tsin-tsiànn","tsin-tsiann3","1515"
"tāi-lí","tai7-li2","tāi-lí","tai7-li2","1516"
"Chiúⁿ Kài-se̍k","Chiunn2 Kai3-sek8","Tsiúnn Kài-si̍k","Tsiunn2 Kai3-sik8","1517"
"ím-chúi-ki","im2-chui2-ki","ím-tsuí-ki","im2-tsui2-ki","1518"
"pó-lê","po2-le5","pó-lê","po2-le5","1519"
"hiâu","hiau5","hiâu","hiau5","1520"
"sái-sèng-tē","sai2-seng3-te7","sái-sìng-tē","sai2-sing3-te7","1521"
"chham-ka","chham-ka","tsham-ka","tsham-ka","1522"
"té-khò͘","te2-khoo3","té-khòo","te2-khoo3","1523"
"hó͘-lān","hoo2-lan7","hóo-lān","hoo2-lan7","1524"
"khah-sìn bô hoâi-gî","khah-sin3 bo5 hoai5-gi5","khah-sìn bô huâi-gî","khah-sin3 bo5 huai5-gi5","1525"
"kui-chèng siu-siàn","kui-cheng3 siu-sian3","kui-tsìng siu-siàn","kui-tsing3 siu-sian3","1526"
"Tâi-pak Tōa-kī-tàn","Tai5-pak Toa7-ki7-tan3","Tâi-pak Tuā-kī-tàn","Tai5-pak Tua7-ki7-tan3","1527"
"Tâi pak Tōa-kū-tàn","Tai5 pak Toa7-ku7-tan3","Tâi pak Tuā-kū-tàn","Tai5 pak Tua7-ku7-tan3","1527"
"gâu","gau5","gâu","gau5","1528"
"chhiⁿ-thòaⁿ","chhinn-thoann3","tshinn-thuànn","tshinn-thuann3","1529"
"sái-lâng","sai2-lang5","sái-lâng","sai2-lang5","1530"
"koan-chhiông","koan-chhiong5","kuan-tshiông","kuan-tshiong5","1531"
"tō-thiaⁿ-thô͘-soeh","to7-thiann-thoo5-soeh","tō-thiann-thôo-sueh","to7-thiann-thoo5-sueh","1532"
"tō͘-pài","too7-pai3","tōo-pài","too7-pai3","1533"
"lāi","lai7","lāi","lai7","1534"
"saⁿ-tiàu-á","sann-tiau3-a2","sann-tiàu-á","sann-tiau3-a2","1535"
"soán iâⁿ","soan2 iann5","suán iânn","suan2 iann5","1536"
"cha̍p chhùi káu kha-chhng","chap8 chhui3 kau2 kha-chhng","tsa̍p tshuì káu kha-tshng","tsap8 tshui3 kau2 kha-tshng","1537"
"bô chhun","bo5 chhun","bô tshun","bo5 tshun","1538"
"pûn kó͘-chhoe","pun5 koo2-chhoe","pûn kóo-tshue","pun5 koo2-tshue","1539"
"chiâⁿ kùi","chiann5 kui3","tsiânn kuì","tsiann5 kui3","1540"
"lí mā ē-sái","li2 ma7 e7-sai2","lí mā ē-sái","li2 ma7 e7-sai2","1541"
"chiam-chhùi-ngeh-á","chiam-chhui3-ngeh-a2","tsiam-tshuì-ngeh-á","tsiam-tshui3-ngeh-a2","1542"
"tūi-lo̍h","tui7-loh8","tuī-lo̍h","tui7-loh8","1543"
"tōa-kho͘","toa7-khoo","tuā-khoo","tua7-khoo","1545"
"chi-bai","chi-bai","tsi-bai","tsi-bai","1548"
"hî-pó͘-á","hi5-poo2-a2","hî-póo-á","hi5-poo2-a2","1549"
"chho͘-chhân","chhoo-chhan5","tshoo-tshân","tshoo-tshan5","1550"
"tâi-pau-chèng","tai5-pau-cheng3","tâi-pau-tsìng","tai5-pau-tsing3","1551"
"Pó-chhoan","Po2-chhoan","Pó-tshuan","Po2-tshuan","1552"
"ke-hu̍t-á","ke-hut8-a2","ke-hu̍t-á","ke-hut8-a2","1553"
"koe-hu̍t-á","koe-hut8-a2","kue-hu̍t-á","kue-hut8-a2","1553"
"ba̍k-kia̍h","bak8-kiah8","ba̍k-kia̍h","bak8-kiah8","1554"
"âng-îⁿ-á","ang5-inn5-a2","âng-înn-á","ang5-inn5-a2","1556"
"kē-tiāu","ke7-tiau7","kē-tiāu","ke7-tiau7","1557"
"chhiam-á","chhiam-a2","tshiam-á","tshiam-a2","1558"
"khîm-liû-kám","khim5-liu5-kam2","khîm-liû-kám","khim5-liu5-kam2","1559"
"siàu-siūⁿ","siau3-siunn7","siàu-siūnn","siau3-siunn7","1560"
"tah ko-io̍h","tah ko-ioh8","tah ko-io̍h","tah ko-ioh8","1561"
"bû-ke̍k sí thut-thâu","bu5-kek8 si2 thut-thau5","bû-ki̍k sí thut-thâu","bu5-kik8 si2 thut-thau5","1562"
"chiâⁿ khú","chiann5 khu2","tsiânn khú","tsiann5 khu2","1563"
"chiok phāⁿ","chiok phann7","tsiok phānn","tsiok phann7","1564"
"siak-phāⁿ","siak-phann7","siak-phānn","siak-phann7","1565"
"Hái-ti","Hai2-ti","Hái-ti","Hai2-ti","1566"
"tu-á","tu-a2","tu-á","tu-a2","1566"
"ian-chhong-kóng","ian-chhong-kong2","ian-tshong-kóng","ian-tshong-kong2","1567"
"chio","chio","tsio","tsio","1568"
"pûn ke-kui-á","pun5 ke-kui-a2","pûn ke-kui-á","pun5 ke-kui-a2","1569"
"Tâi-pak-lâng","Tai5-pak-lang5","Tâi-pak-lâng","Tai5-pak-lang5","1570"
"sio-phìⁿ-ki-á","sio-phinn3-ki-a2","sio-phìnn-ki-á","sio-phinn3-ki-a2","1571"
"khiā ōe-peng","khia7 oe7-peng","khiā uē-ping","khia7 ue7-ping","1572"
"hun-kî","hun-ki5","hun-kî","hun-ki5","1573"
"ke-lān-hu̍t","ke-lan7-hut8","ke-lān-hu̍t","ke-lan7-hut8","1574"
"ke-hu̍t-á","ke-hut8-a2","ke-hu̍t-á","ke-hut8-a2","1575"
"chhun-kiu","chhun-kiu","tshun-kiu","tshun-kiu","1576"
"ê-tû-á","e5-tu5-a2","ê-tû-á","e5-tu5-a2","1577"
"hoeh-kak","hoeh-kak","hueh-kak","hueh-kak","1578"
"huih-kak","huih-kak","huih-kak","huih-kak","1578"
"soaⁿ-bûn-bó","soann-bun5-bo2","suann-bûn-bó","suann-bun5-bo2","1579"
"ka-chia-tîn","ka-chia-tin5","ka-tsia-tîn","ka-tsia-tin5","1580"
"kha-chhia-tîn","kha-chhia-tin5","kha-tshia-tîn","kha-tshia-tin5","1580"
"pûn ke-kui-á","pun5 ke-kui-a2","pûn ke-kui-á","pun5 ke-kui-a2","1581"
"ū lâi ū óng","u7 lai5 u7 ong2","ū lâi ū óng","u7 lai5 u7 ong2","1582"
"bûn-phài","bun5-phai3","bûn-phài","bun5-phai3","1583"
"Tāi-pán-siâⁿ","Tai7-pan2-siann5","Tāi-pán-siânn","Tai7-pan2-siann5","1584"
"Oa̍t-gí","Oat8-gi2","Ua̍t-gí","Uat8-gi2","1585"
"Kńg-hú-ōe","Kng2-hu2-oe7","Kńg-hú-uē","Kng2-hu2-ue7","1586"
"Kńg-tang-ōe","Kng2-tang-oe7","Kńg-tang-uē","Kng2-tang-ue7","1587"
"Kńg-chiu-ōe","Kng2-chiu-oe7","Kńg-tsiu-uē","Kng2-tsiu-ue7","1588"
"that-kha-kiû","that-kha-kiu5","that-kha-kiû","that-kha-kiu5","1589"
"kûn-chhòng","kun5-chhong3","kûn-tshòng","kun5-tshong3","1590"
"hân-jú","han5-ju2","hân-jú","han5-ju2","1591"
"saⁿ-kè-á","sann-ke3-a2","sann-kè-á","sann-ke3-a2","1592"
"kái-kè-chū-sin","kai2-ke3-chu7-sin","kái-kè-tsū-sin","kai2-ke3-tsu7-sin","1593"
"kèng-sī-teng","keng3-si7-teng","kìng-sī-ting","king3-si7-ting","1594"
"lōng-ke-sóaⁿ-the̍h","long7-ke-soann2-theh8","lōng-ke-suánn-the̍h","long7-ke-suann2-theh8","1595"
"Pîⁿ-nâ","Pinn5-na5","Pînn-nâ","Pinn5-na5","1596"
"hóe-sio-tó","hoe2-sio-to2","hué-sio-tó","hue2-sio-to2","1597"
"phàn-á","phan3-a2","phàn-á","phan3-a2","1598"
"mê-kak","me5-kak","mê-kak","me5-kak","1599"
"ióng-ióng bé pa̍k tī chiong-kun-thiāu","iong2-iong2 be2 pak8 ti7 chiong-kun-thiau7","ióng-ióng bé pa̍k tī tsiong-kun-thiāu","iong2-iong2 be2 pak8 ti7 tsiong-kun-thiau7","1600"
"tōa-gû bô sioh la̍t","toa7-gu5 bo5 sioh lat8","tuā-gû bô sioh la̍t","tua7-gu5 bo5 sioh lat8","1601"
"chia̍h--lo̍h-khì","chiah8--loh8-khi3","tsia̍h--lo̍h-khì","tsiah8--loh8-khi3","1602"
"Goe̍h-sè-kài","Goeh8-se3-kai3","Gue̍h-sè-kài","Gueh8-se3-kai3","1603"
"chhòng-khang","chhong3-khang","tshòng-khang","tshong3-khang","1604"
"pan-kip","pan-kip","pan-kip","pan-kip","1605"
"ko͘-jī-īⁿ","koo-ji7-inn7","koo-jī-īnn","koo-ji7-inn7","1606"
"chúi-lo̍h","chui2-loh8","tsuí-lo̍h","tsui2-loh8","1607"
"chia","chia","tsia","tsia","1608"
"So͘-ut","Soo-ut","Soo-ut","Soo-ut","1609"
"súi--lah","sui2--lah","suí--lah","sui2--lah","1610"
"mê-kak","me5-kak","mê-kak","me5-kak","1611"
"khòaⁿ sū pān-sū","khoann3 su7 pan7-su7","khuànn sū pān-sū","khuann3 su7 pan7-su7","1612"
"thiaⁿ-tôa","thiann-toa5","thiann-tuâ","thiann-tua5","1613"
"koeh","koeh","kueh","kueh","1614"
"hàn-chháu chán","han3-chhau2 chan2","hàn-tsháu tsán","han3-tshau2 tsan2","1615"
"Chi̍t-sî hong sái chi̍t-sî chûn","Chit8-si5 hong sai2 chit8-si5 chun5","Tsi̍t-sî hong sái tsi̍t-sî tsûn","Tsit8-si5 hong sai2 tsit8-si5 tsun5","1616"
"hō͘ ta--lah","hoo7 ta--lah","hōo ta--lah","hoo7 ta--lah","1617"
"iāu","iau7","iāu","iau7","1618"
"chūn lô͘-si","chun7 loo5-si","tsūn lôo-si","tsun7 loo5-si","1619"
"chi̍p-tiám-khá","chip8-tiam2-kha2","tsi̍p-tiám-khá","tsip8-tiam2-kha2","1620"
"mô͘-su̍t kak-á","moo5-sut8 kak-a2","môo-su̍t kak-á","moo5-sut8 kak-a2","1621"
"giò-chah","gio3-chah","giò-tsah","gio3-tsah","1622"
"kí-tek-lī-ek-chiá","ki2-tek-li7-ek-chia2","kí-tik-lī-ik-tsiá","ki2-tik-li7-ik-tsia2","1623"
"teⁿ","tenn","tenn","tenn","1624"
"chian-kiáu","chian-kiau2","tsian-kiáu","tsian-kiau2","1625"
"thì-thâu","thi3-thau5","thì-thâu","thi3-thau5","1626"
"pò-keh-á","po3-keh-a2","pò-keh-á","po3-keh-a2","1627"
"lô-lí-lô-kô","lo5-li2-lo5-ko5","lô-lí-lô-kô","lo5-li2-lo5-ko5","1628"
"tôaⁿ-tiāu","toann5-tiau7","tuânn-tiāu","tuann5-tiau7","1629"
"peng-siuⁿ","peng-siunn","ping-siunn","ping-siunn","1630"
"koe-kiān","koe-kian7","kue-kiān","kue-kian7","1631"
"chi̍t-pà","chit8-pa3","tsi̍t-pà","tsit8-pa3","1632"
"chián-á","chian2-a2","tsián-á","tsian2-a2","1633"
"koh lâu-chhùi-nōa","koh lau5-chhui3-noa7","koh lâu-tshuì-nuā","koh lau5-tshui3-nua7","1634"
"ko-téng","ko-teng2","ko-tíng","ko-ting2","1635"
"tiâu-á-sòaⁿ","tiau5-a2-soann3","tiâu-á-suànn","tiau5-a2-suann3","1637"
"tn̂g-lò-lò","tng5-lo3-lo3","tn̂g-lò-lò","tng5-lo3-lo3","1638"
"môa-jî-á","moa5-ji5-a2","muâ-jî-á","mua5-ji5-a2","1639"
"mâu-jî-á","mau5-ji5-a2","mâu-jî-á","mau5-ji5-a2","1640"
"mâu-bî-á","mau5-bi5-a2","mâu-bî-á","mau5-bi5-a2","1641"
"kìm-jiō","kim3-jio7","kìm-jiō","kim3-jio7","1642"
"sioh-hoe-liân-phûn","sioh-hoe-lian5-phun5","sioh-hue-liân-phûn","sioh-hue-lian5-phun5","1644"
"ti-á","ti-a2","ti-á","ti-a2","1645"
"chek-sò͘","chek-soo3","tsik-sòo","tsik-soo3","1646"
"lò-kha","lo3-kha","lò-kha","lo3-kha","1647"
"kín-lâi bé","kin2-lai5 be2","kín-lâi bé","kin2-lai5 be2","1649"
"kín-lâi bóe","kin2-lai5 boe2","kín-lâi bué","kin2-lai5 bue2","1649"
"Bé-á Eng-káu","Be2-a2 Eng-kau2","Bé-á Ing-káu","Be2-a2 Ing-kau2","1650"
"Má Eng-káu","Ma2 Eng-kau2","Má Ing-káu","Ma2 Ing-kau2","1650"
"u-jiám","u-jiam2","u-jiám","u-jiam2","1651"
"pò͘ kho͘-á","poo3 khoo-a2","pòo khoo-á","poo3 khoo-a2","1652"
"chhâ-khián","chha5-khian2","tshâ-khián","tsha5-khian2","1653"
"bô-siūⁿ-beh","bo5-siunn7-beh","bô-siūnn-beh","bo5-siunn7-beh","1654"
"Hoān Lê","Hoan7 Le5","Huān Lê","Huan7 Le5","1655"
"tāi-seng","tai7-seng","tāi-sing","tai7-sing","1656"
"iap-thiap","iap-thiap","iap-thiap","iap-thiap","1657"
"piàⁿ-sè","piann3-se3","piànn-sè","piann3-se3","1658"
