"poj_unicode","poj_input","kiplmj_unicode","kiplmj_input","main_id"
"chiuⁿ-ló͘","chiunn-loo2","tsiunn-lóo","tsiunn-loo2","1110"
"chiuⁿ-ló͘-iû","chiunn-loo2-iu5","tsiunn-lóo-iû","tsiunn-loo2-iu5","1111"
"chiūⁿ","chiunn7","tsiūnn","tsiunn7","1112"
"chiùⁿ","chiunn3","tsiùnn","tsiunn3","1113"
"chiúⁿ-koàn","chiunn2-koan3","tsiúnn-kuàn","tsiunn2-kuan3","1114"
"chng","chng","tsng","tsng","1115"
"chńg-thâu-á","chng2-thau5-a2","tsńg-thâu-á","tsng2-thau5-a2","1116"
"kha chńg-thâu-á","kha chng2-thau5-a2","kha tsńg-thâu-á","kha tsng2-thau5-a2","1117"
"chng","chng","tsng","tsng","1118"
"chhân-chng-lâng","chhan5-chng-lang5","tshân-tsng-lâng","tshan5-tsng-lang5","1119"
"chǹg","chng3","tsǹg","tsng3","1120"
"chǹg-á","chng3-a2","tsǹg-á","tsng3-a2","1121"
"chǹg","chng3","tsǹg","tsng3","1122"
"chǹg ji̍p khì khang-lāi","chng3 jip8 khi3 khang-lai7","tsǹg ji̍p khì khang-lāi","tsng3 jip8 khi3 khang-lai7","1123"
"chǹg lo̍h khì chúi té","chng3 loh8 khi3 chui2 te2","tsǹg lo̍h khì tsuí té","tsng3 loh8 khi3 tsui2 te2","1124"
"chng-á","chng-a2","tsng-á","tsng-a2","1125"
"chō","cho7","tsō","tso7","1126"
"chō kù","cho7 ku3","tsō kù","tso7 ku3","1127"
"chò","cho3","tsò","tso3","1128"
"chō--ji̍t","cho7--jit8","tsō--ji̍t","tso7--jit8","1129"
"choh--ji̍t","choh--jit8","tsoh--ji̍t","tsoh--jit8","1129"
"chò seng-lí","cho3 seng-li2","tsò sing-lí","tso3 sing-li2","1130"
"chò chi̍t-ē","cho3 chit8-e7","tsò tsi̍t-ē","tso3 tsit8-e7","1131"
"chò-hóe","cho3-hoe2","tsò-hué","tso3-hue2","1132"
"chò-tīn","cho3-tin7","tsò-tīn","tso3-tin7","1133"
"chò-sit-lâng","cho3-sit-lang5","tsò-sit-lâng","tso3-sit-lang5","1134"
"chò ē lâi","cho3 e7 lai5","tsò ē lâi","tso3 e7 lai5","1135"
"chò bē lâi","cho3 be7 lai5","tsò bē lâi","tso3 be7 lai5","1136"
"chò ē khì","cho3 e7 khi3","tsò ē khì","tso3 e7 khi3","1137"
"chò bē khì","cho3 be7 khi3","tsò bē khì","tso3 be7 khi3","1138"
"chò lí","cho3 li2","tsò lí","tso3 li2","1139"
"chò môe-lâng","cho3 moe5-lang5","tsò muê-lâng","tso3 mue5-lang5","1140"
"chó͘-sian","choo2-sian","tsóo-sian","tsoo2-sian","1141"
"cho͘-chit","choo-chit","tsoo-tsit","tsoo-tsit","1142"
"chó͘-tòng","choo2-tong3","tsóo-tòng","tsoo2-tong3","1143"
"chō͘-chhiú","choo7-chhiu2","tsōo-tshiú","tsoo7-tshiu2","1144"
"chō͘-chān","choo7-chan7","tsōo-tsān","tsoo7-tsan7","1145"
"chō͘-sán-sū","choo7-san2-su7","tsōo-sán-sū","tsoo7-san2-su7","1146"
"sán-pô","san2-po5","sán-pô","san2-po5","1146"
"cho͘","choo","tsoo","tsoo","1147"
"tàu","tau3","tàu","tau3","1147"
"cho͘ siu-im-ki","choo siu-im-ki","tsoo siu-im-ki","tsoo siu-im-ki","1148"
"cho͘ o͘-tho͘-bái","choo oo-thoo-bai2","tsoo oo-thoo-bái","tsoo oo-thoo-bai2","1149"
"cho͘","choo","tsoo","tsoo","1150"
"sòe","soe3","suè","sue3","1150"
"chóa","choa2","tsuá","tsua2","1151"
"pò-chóa","po3-choa2","pò-tsuá","po3-tsua2","1152"
"sin-bûn","sin-bun5","sin-bûn","sin-bun5","1153"
"chôa","choa5","tsuâ","tsua5","1154"
"chōa","choa7","tsuā","tsua7","1155"
"choan","choan","tsuan","tsuan","1156"
"choan-sim","choan-sim","tsuan-sim","tsuan-sim","1157"
"choan-ka","choan-ka","tsuan-ka","tsuan-ka","1158"
"choân","choan5","tsuân","tsuan5","1159"
"kui","kui","kui","kui","1159"
"choân-lêng","choan5-leng5","tsuân-lîng","tsuan5-ling5","1160"
"choân-kok","choan5-kok","tsuân-kok","tsuan5-kok","1161"
"choân-tó","choan5-to2","tsuân-tó","tsuan5-to2","1162"
"choân-tó͘","choan5-too2","tsuân-tóo","tsuan5-too2","1162"
"chôaⁿ-chúi","choann5-chui2","tsuânn-tsuí","tsuann5-tsui2","1163"
"choa̍t-tùi","choat8-tui3","tsua̍t-tuì","tsuat8-tui3","1164"
"choa̍t-bōng","choat8-bong7","tsua̍t-bōng","tsuat8-bong7","1165"
"choa̍t-iân","choat8-ian5","tsua̍t-iân","tsuat8-ian5","1166"
"choa̍t-kau","choat8-kau","tsua̍t-kau","tsuat8-kau","1167"
"choa̍t-pit","choat8-pit","tsua̍t-pit","tsuat8-pit","1168"
"chòe","choe3","tsuè","tsue3","1169"
"chòe-kīn","choe3-kin7","tsuè-kīn","tsue3-kin7","1170"
"chòe āu hit tiám cheng","choe3 au7 hit tiam2 cheng","tsuè āu hit tiám tsing","tsue3 au7 hit tiam2 tsing","1171"
"chòe-chē","choe3-che7","tsuè-tsē","tsue3-tse7","1172"
"chòe-chió","choe3-chio2","tsuè-tsió","tsue3-tsio2","1173"
"chōe","choe7","tsuē","tsue7","1174"
"hoān-chōe","hoan7-choe7","huān-tsuē","huan7-tsue7","1175"
"chōe-jîn","choe7-jin5","tsuē-jîn","tsue7-jin5","1176"
"chóng-thóng","chong2-thong2","tsóng-thóng","tsong2-thong2","1177"
"chiúⁿ chóng-thóng","chiunn2 chong2-thong2","tsiúnn tsóng-thóng","tsiunn2 tsong2-thong2","1178"
"chòng-sek","chong3-sek","tsòng-sik","tsong3-sik","1179"
"chong-kàu","chong-kau3","tsong-kàu","tsong-kau3","1180"
"chōng-hóng","chong7-hong2","tsōng-hóng","tsong7-hong2","1181"
"pīⁿ-lâng ê chōng-hóng","pinn7-lang5 e5 chong7-hong2","pīnn-lâng ê tsōng-hóng","pinn7-lang5 e5 tsong7-hong2","1182"
"gōa-bīn ê chōng-hóng","goa7-bin7 e5 chong7-hong2","guā-bīn ê tsōng-hóng","gua7-bin7 e5 tsong7-hong2","1183"
"chú","chu2","tsú","tsu2","1184"
"chú-sek","chu2-sek","tsú-sik","tsu2-sik","1185"
"chú-lâng","chu2-lang5","tsú-lâng","tsu2-lang5","1186"
"chú-ji̍t","chu2-jit8","tsú-ji̍t","tsu2-jit8","1187"
"chú","chu2","tsú","tsu2","1188"
"chú-pn̄g","chu2-png7","tsú-pn̄g","tsu2-png7","1189"
"chú-chhài","chu2-chhai3","tsú-tshài","tsu2-tshai3","1190"
"chū-iû","chu7-iu5","tsū-iû","tsu7-iu5","1191"
"chū","chu7","tsū","tsu7","1192"
"chū chím-má khí","chu7 chim2-ma2 khi2","tsū tsím-má khí","tsu7 tsim2-ma2 khi2","1193"
"chū-jiân","chu7-jian5","tsū-jiân","tsu7-jian5","1194"
"chū-jiân","chu7-jian5","tsū-jiân","tsu7-jian5","1195"
"chu-soàn","chu-soan3","tsu-suàn","tsu-suan3","1196"
"chù-ì","chu3-i3","tsù-ì","tsu3-i3","1197"
"chú-chia̍h--ê","chu2-chiah8--e5","tsú-tsia̍h--ê","tsu2-tsiah8--e5","1198"
"chu-pún","chu-pun2","tsu-pún","tsu-pun2","1199"
"chù-siā","chu3-sia7","tsù-siā","tsu3-sia7","1200"
"chū-chí","chu7-chi2","tsū-tsí","tsu7-tsi2","1201"
"chū-só͘","chu7-soo2","tsū-sóo","tsu7-soo2","1201"
"chū-kí","chu7-ki2","tsū-kí","tsu7-ki2","1202"
"ka-tī","ka-ti7","ka-tī","ka-ti7","1202"
"ka-kī","ka-ki7","ka-kī","ka-ki7","1202"
"chū-su","chu7-su","tsū-su","tsu7-su","1203"
"su-sim","su-sim","su-sim","su-sim","1203"
"chū-sat","chu7-sat","tsū-sat","tsu7-sat","1204"
"chū-sìn","chu7-sin3","tsū-sìn","tsu7-sin3","1205"
"chū-chun-sim","chu7-chun-sim","tsū-tsun-sim","tsu7-tsun-sim","1206"
"chū-siú","chu7-siu2","tsū-siú","tsu7-siu2","1207"
"chū-siú","chu7-siu2","tsū-siú","tsu7-siu2","1208"
"chū-tī","chu7-ti7","tsū-tī","tsu7-ti7","1209"
"chú-gī","chu2-gi7","tsú-gī","tsu2-gi7","1210"
"lī-kí chú-gī","li7-ki2 chu2-gi7","lī-kí tsú-gī","li7-ki2 tsu2-gi7","1211"
"chú-kàu","chu2-kau3","tsú-kàu","tsu2-kau3","1212"
"chú-pin","chu2-pin","tsú-pin","tsu2-pin","1213"
"chú-pit","chu2-pit","tsú-pit","tsu2-pit","1214"
"chú-cháiⁿ","chu2-chainn2","tsú-tsáinn","tsu2-tsainn2","1215"
"chú-tiuⁿ","chu2-tiunn","tsú-tiunn","tsu2-tiunn","1216"
"chú-iàu","chu2-iau3","tsú-iàu","tsu2-iau3","1217"
"chû-siān","chu5-sian7","tsû-siān","tsu5-sian7","1218"
"chû-siān pīⁿ-īⁿ","chu5-sian7 pinn7-inn7","tsû-siān pīnn-īnn","tsu5-sian7 pinn7-inn7","1219"
"chû-siān sū-gia̍p","chu5-sian7 su7-giap8","tsû-siān sū-gia̍p","tsu5-sian7 su7-giap8","1220"
"chû-siān im-ga̍k-hōe","chu5-sian7 im-gak8-hoe7","tsû-siān im-ga̍k-huē","tsu5-sian7 im-gak8-hue7","1221"
"chu-keh","chu-keh","tsu-keh","tsu-keh","1222"
"chúi","chui2","tsuí","tsui2","1223"
"sio-chúi","sio-chui2","sio-tsuí","sio-tsui2","1224"
"hiâⁿ sio-chúi","hiann5 sio-chui2","hiânn sio-tsuí","hiann5 sio-tsui2","1225"
"sio chúi pân","sio chui2 pan5","sio tsuí pân","sio tsui2 pan5","1226"
"un -pân","un -pan5","un -pân","un -pan5","1227"
"sio-koàn","sio-koan3","sio-kuàn","sio-kuan3","1228"
"léng-chúi","leng2-chui2","líng-tsuí","ling2-tsui2","1229"
"kún-chúi","kun2-chui2","kún-tsuí","kun2-tsui2","1230"
"chhiⁿ-chúi","chhinn-chui2","tshinn-tsuí","tshinn-tsui2","1231"
"chúi-tō","chui2-to7","tsuí-tō","tsui2-to7","1232"
"chúi-tō chîⁿ","chui2-to7 chinn5","tsuí-tō tsînn","tsui2-to7 tsinn5","1233"
"siu chúi-tō chîⁿ","siu chui2-to7 chinn5","siu tsuí-tō tsînn","siu tsui2-to7 tsinn5","1234"
"siu choān-ná-chúi chîⁿ","siu choan7-na2-chui2 chinn5","siu tsuān-ná-tsuí tsînn","siu tsuan7-na2-tsui2 tsinn5","1235"
"chúi-tō-thâu","chui2-to7-thau5","tsuí-tō-thâu","tsui2-to7-thau5","1236"
"chúi-tháng","chui2-thang2","tsuí-tháng","tsui2-thang2","1237"
"chi̍t tháng chúi","chit8 thang2 chui2","tsi̍t tháng tsuí","tsit8 thang2 tsui2","1238"
"chúi-hun","chui2-hun","tsuí-hun","tsui2-hun","1239"
"chúi-thó͘","chui2-thoo2","tsuí-thóo","tsui2-thoo2","1240"
"chúi-iû","chui2-iu5","tsuí-iû","tsui2-iu5","1241"
"hoan-ná-iû","hoan-na2-iu5","huan-ná-iû","huan-na2-iu5","1241"
"chio̍h-iû","chioh8-iu5","tsio̍h-iû","tsioh8-iu5","1241"
"chúi-ke","chui2-ke","tsuí-ke","tsui2-ke","1242"
"chúi-ke-thúi","chui2-ke-thui2","tsuí-ke-thuí","tsui2-ke-thui2","1243"
"chùi","chui3","tsuì","tsui3","1244"
"chiú-chùi","chiu2-chui3","tsiú-tsuì","tsiu2-tsui3","1245"
"chùi-jîn","chui3-jin5","tsuì-jîn","tsui3-jin5","1246"
"chúi-chai","chui2-chai","tsuí-tsai","tsui2-tsai","1247"
"chò tōa-chúi","cho3 toa7-chui2","tsò tuā-tsuí","tso3 tua7-tsui2","1247"
"chúi-goân-tē","chui2-goan5-te7","tsuí-guân-tē","tsui2-guan5-te7","1248"
"chúi-gîn","chui2-gin5","tsuí-gîn","tsui2-gin5","1249"
"chúi-gû","chui2-gu5","tsuí-gû","tsui2-gu5","1250"
"chúi-kóng","chui2-kong2","tsuí-kóng","tsui2-kong2","1251"
"chúi-kńg","chui2-kng2","tsuí-kńg","tsui2-kng2","1251"
"chúi-káu","chui2-kau2","tsuí-káu","tsui2-kau2","1252"
"chúi-kîⁿ","chui2-kinn5","tsuí-kînn","tsui2-kinn5","1253"
"chúi-lō͘","chui2-loo7","tsuí-lōo","tsui2-loo7","1254"
"chúi-chhia","chui2-chhia","tsuí-tshia","tsui2-tshia","1255"
"chúi-chu","chui2-chu","tsuí-tsu","tsui2-tsu","1256"
"chúi-cheng-khì","chui2-cheng-khi3","tsuí-tsing-khì","tsui2-tsing-khi3","1257"
"chúi-chún","chui2-chun2","tsuí-tsún","tsui2-tsun2","1258"
"chúi-ka","chui2-ka","tsuí-ka","tsui2-ka","1259"
"ēng chúi-ka liâm","eng7 chui2-ka liam5","īng tsuí-ka liâm","ing7 tsui2-ka liam5","1260"
"chúi-chiⁿ","chui2-chinn","tsuí-tsinn","tsui2-tsinn","1261"
"chûn","chun5","tsûn","tsun5","1262"
"chûn-tiúⁿ","chun5-tiunn2","tsûn-tiúnn","tsun5-tiunn2","1263"
"chûn-téng","chun5-teng2","tsûn-tíng","tsun5-ting2","1264"
"chún","chun2","tsún","tsun2","1265"
"chun-kèng","chun-keng3","tsun-kìng","tsun-king3","1266"
"chūn","chun7","tsūn","tsun7","1267"
"chūn--sí","chun7--si2","tsūn--sí","tsun7--si2","1268"
"chūn--lo̍h-khì","chun7--loh8-khi3","tsūn--lo̍h-khì","tsun7--loh8-khi3","1269"
"chūn--khí-lâi","chun7--khi2-lai5","tsūn--khí-lâi","tsun7--khi2-lai5","1270"
"chún-pī","chun2-pi7","tsún-pī","tsun2-pi7","1271"
"chun","chun","tsun","tsun","1272"
"chūn-saⁿ","chun7-sann","tsūn-sann","tsun7-sann","1273"
"ê","e5","ê","e5","1274"
"ê","e5","ê","e5","1275"
"é","e2","é","e2","1276"
"ê","e5","ê","e5","1277"
"ôe","oe5","uê","ue5","1277"
"ē","e7","ē","e7","1278"
"ē-tàng","e7-tang3","ē-tàng","e7-tang3","1279"
"ē-hiáu","e7-hiau2","ē-hiáu","e7-hiau2","1280"
"ē-ēng--tit","e7-eng7--tit","ē-īng--tit","e7-ing7--tit","1281"
"ē kì--tit","e7 ki3--tit","ē kì--tit","e7 ki3--tit","1282"
"ē jīn--tit","e7 jin7--tit","ē jīn--tit","e7 jin7--tit","1283"
"ē chia̍h--tit","e7 chiah8--tit","ē tsia̍h--tit","e7 tsiah8--tit","1284"
"khah ē","khah e7","khah ē","khah e7","1285"
"ē po͘","e7 poo","ē poo","e7 poo","1286"
"ē po͘ sî","e7 poo si5","ē poo sî","e7 poo si5","1287"
"ē tàu","e7 tau3","ē tàu","e7 tau3","1288"
"ē tàu sî","e7 tau3 si5","ē tàu sî","e7 tau3 si5","1289"
"ē sêng-kong","e7 seng5-kong","ē sîng-kong","e7 sing5-kong","1290"
"é-káu","e2-kau2","é-káu","e2-kau2","1291"
"e","e","e","e","1292"
"ē-té saⁿ","e7-te2 sann","ē-té sann","e7-te2 sann","1293"
"ē-té khò͘","e7-te2 khoo3","ē-té khòo","e7-te2 khoo3","1294"
"ē-kha","e7-kha","ē-kha","e7-kha","1295"
"ē-té","e7-te2","ē-té","e7-te2","1296"
"ê-té","e5-te2","ê-té","e5-te2","1297"
"ē-hng","e7-hng","ē-hng","e7-hng","1298"
"ē-hng-sî","e7-hng-si5","ē-hng-sî","e7-hng-si5","1299"
"eng-sî","eng-si5","ing-sî","ing-si5","1299"
"bîn-ná-ē-hng","bin5-na2-e7-hng","bîn-ná-ē-hng","bin5-na2-e7-hng","1300"
"chang-ē-hng","chang-e7-hng","tsang-ē-hng","tsang-e7-hng","1301"
"e̍h","eh8","e̍h","eh8","1302"
"e̍h","eh8","e̍h","eh8","1303"
"phah e̍h","phah eh8","phah e̍h","phah eh8","1304"
"e̍k-keng","ek8-keng","e̍k-king","ek8-king","1305"
"sé-e̍k-keng","se2-ek8-keng","sé-e̍k-king","se2-ek8-king","1305"
"e̍k","ek8","e̍k","ek8","1306"
"eng-àm","eng-am3","ing-àm","ing-am3","1307"
"eng-àm-sî","eng-am3-si5","ing-àm-sî","ing-am3-si5","1308"
"eng-gí","eng-gi2","ing-gí","ing-gi2","1309"
"ēng","eng7","īng","ing7","1310"
"iōng","iong7","iōng","iong7","1310"
"êng","eng5","îng","ing5","1311"
"ū êng","u7 eng5","ū îng","u7 ing5","1312"
"bô êng","bo5 eng5","bô îng","bo5 ing5","1313"
"khah ū êng","khah u7 eng5","khah ū îng","khah u7 ing5","1314"
"khah bô êng","khah bo5 eng5","khah bô îng","khah bo5 ing5","1315"
"eng-hiông","eng-hiong5","ing-hiông","ing-hiong5","1316"
"éng-hióng","eng2-hiong2","íng-hióng","ing2-hiong2","1317"
"éng-seng","eng2-seng","íng-sing","ing2-sing","1318"
"èng-kai","eng3-kai","ìng-kai","ing3-kai","1319"
"eng-kai","eng-kai","ing-kai","ing-kai","1319"
"éng-oán","eng2-oan2","íng-uán","ing2-uan2","1320"
"eng-oán ê hok-khì","eng-oan2 e5 hok-khi3","ing-uán ê hok-khì","ing-uan2 e5 hok-khi3","1321"
"éng-kiú","eng2-kiu2","íng-kiú","ing2-kiu2","1322"
"éng-oán","eng2-oan2","íng-uán","ing2-uan2","1322"
"éng-kiú bē hāi","eng2-kiu2 be7 hai7","íng-kiú bē hāi","ing2-kiu2 be7 hai7","1323"
"eng-hoe","eng-hoe","ing-hue","ing-hue","1324"
"éng","eng2","íng","ing2","1325"
"eng-kok","eng-kok","ing-kok","ing-kok","1326"
"eng-bûn-hoat","eng-bun5-hoat","ing-bûn-huat","ing-bun5-huat","1327"
"eng","eng","ing","ing","1328"
"êng-ōe","eng5-oe7","îng-uē","ing5-ue7","1329"
"hân-tâm","han5-tam5","hân-tâm","han5-tam5","1329"
"êng-ióng","eng5-iong2","îng-ióng","ing5-iong2","1330"
"ēng-hoat","eng7-hoat","īng-huat","ing7-huat","1331"
"gâm","gam5","gâm","gam5","1332"
"ūi-gâm","ui7-gam5","uī-gâm","ui7-gam5","1333"
"gām","gam7","gām","gam7","1334"
"gán-kho","gan2-kho","gán-kho","gan2-kho","1335"
"gán-kho-i","gan2-kho-i","gán-kho-i","gan2-kho-i","1336"
"gán-kho-i-īⁿ","gan2-kho-i-inn7","gán-kho-i-īnn","gan2-kho-i-inn7","1337"
"gâu","gau5","gâu","gau5","1338"
"gê","ge5","gê","ge5","1339"
"gê-khí","ge5-khi2","gê-khí","ge5-khi2","1340"
"gê","ge5","gê","ge5","1341"
"tāu-gê","tau7-ge5","tāu-gê","tau7-ge5","1342"
"be̍h-gê","beh8-ge5","be̍h-gê","beh8-ge5","1343"
"gē-su̍t","ge7-sut8","gē-su̍t","ge7-sut8","1344"
"gē-su̍t-ka","ge7-sut8-ka","gē-su̍t-ka","ge7-sut8-ka","1345"
"gè","ge3","gè","ge3","1346"
"gī-lūn","gi7-lun7","gī-lūn","gi7-lun7","1347"
"gī-oân","gi7-oan5","gī-uân","gi7-uan5","1348"
"gī-hōe","gi7-hoe7","gī-huē","gi7-hue7","1349"
"gî-būn","gi5-bun7","gî-būn","gi5-bun7","1350"
"giâ","gia5","giâ","gia5","1351"
"giâ","gia5","giâ","gia5","1352"
"gô","go5","gô","go5","1352"
"giâ-bah","gia5-bah","giâ-bah","gia5-bah","1353"
"gô-bah","go5-bah","gô-bah","go5-bah","1353"
"gia̍h","giah8","gia̍h","giah8","1354"
"gia̍h","giah8","gia̍h","giah8","1355"
"giâ","gia5","giâ","gia5","1355"
"gia̍h-chhiú","giah8-chhiu2","gia̍h-tshiú","giah8-tshiu2","1356"
"giâ-chhiú","gia5-chhiu2","giâ-tshiú","gia5-tshiu2","1356"
"gia̍h-thâu","giah8-thau5","gia̍h-thâu","giah8-thau5","1357"
"giâ-thâu","gia5-thau5","giâ-thâu","gia5-thau5","1357"
"giâm","giam5","giâm","giam5","1358"
"giâm-tiōng","giam5-tiong7","giâm-tiōng","giam5-tiong7","1359"
"giám","giam2","giám","giam2","1360"
"giām","giam7","giām","giam7","1361"
"chhì-giām","chhi3-giam7","tshì-giām","tshi3-giam7","1362"
"gián-kiù","gian2-kiu3","gián-kiù","gian2-kiu3","1363"
"gián-kiù tō-lí","gian2-kiu3 to7-li2","gián-kiù tō-lí","gian2-kiu3 to7-li2","1364"
"giàn","gian3","giàn","gian3","1365"
"giâu-gî","giau5-gi5","giâu-gî","giau5-gi5","1366"
"gín-ná","gin2-na2","gín-ná","gin2-na2","1367"
"gîn","gin5","gîn","gin5","1368"
"gîn-phiò","gin5-phio3","gîn-phiò","gin5-phio3","1369"
"gō͘ kho͘-gîn","goo7 khoo-gin5","gōo khoo-gîn","goo7 khoo-gin5","1370"
"nn̄g kak-gîn","nng7 kak-gin5","nn̄g kak-gîn","nng7 kak-gin5","1371"
"gîn-hâng","gin5-hang5","gîn-hâng","gin5-hang5","1372"
"gîn","gin5","gîn","gin5","1373"
"giōng-giōng boeh","giong7-giong7 boeh","giōng-giōng bueh","giong7-giong7 bueh","1374"
"gióng","giong2","gióng","giong2","1375"
"sìn-gióng","sin3-giong2","sìn-gióng","sin3-giong2","1376"
"kiú-gióng","kiu2-giong2","kiú-gióng","kiu2-giong2","1377"
"gō--sí","go7--si2","gō--sí","go7--si2","1378"
"gô","go5","gô","go5","1379"
"giâ","gia5","giâ","gia5","1379"
"gō͘","goo7","gōo","goo7","1380"
"gō͘-kái","goo7-kai2","gōo-kái","goo7-kai2","1381"
"gō͘-hōe","goo7-hoe7","gōo-huē","goo7-hue7","1381"
"gō͘-lo̍k","goo7-lok8","gōo-lo̍k","goo7-lok8","1382"
"gō͘-lo̍k-sek","goo7-lok8-sek","gōo-lo̍k-sik","goo7-lok8-sik","1383"
"góa","goa2","guá","gua2","1384"
"gōa","goa7","guā","gua7","1385"
"í-gōa","i2-goa7","í-guā","i2-gua7","1386"
"cha̍p gōa ê lâng","chap8 goa7 e5 lang5","tsa̍p guā ê lâng","tsap8 gua7 e5 lang5","1387"
"cha̍p gōa kho͘","chap8 goa7 khoo","tsa̍p guā khoo","tsap8 gua7 khoo","1388"
"cha̍p kho͘ gōa","chap8 khoo goa7","tsa̍p khoo guā","tsap8 khoo gua7","1389"
"gōa bīn","goa7 bin7","guā bīn","gua7 bin7","1390"
"gōa séng--ê","goa7 seng2--e5","guā síng--ê","gua7 sing2--e5","1391"
"gōa séng lâng","goa7 seng2 lang5","guā síng lâng","gua7 sing2 lang5","1391"
"gōa-kok","goa7-kok","guā-kok","gua7-kok","1392"
"gōa-kok lâng","goa7-kok lang5","guā-kok lâng","gua7-kok lang5","1393"
"gōa kàu lâng","goa7 kau3 lang5","guā kàu lâng","gua7 kau3 lang5","1394"
"gōa-kho","goa7-kho","guā-kho","gua7-kho","1395"
"gōa-kho pīⁿ-īⁿ","goa7-kho pinn7-inn7","guā-kho pīnn-īnn","gua7-kho pinn7-inn7","1396"
"gōa-kho-i","goa7-kho-i","guā-kho-i","gua7-kho-i","1397"
"gōa-kau","goa7-kau","guā-kau","gua7-kau","1398"
"gōa-kau-ka","goa7-kau-ka","guā-kau-ka","gua7-kau-ka","1399"
"gōa-kau-koaⁿ","goa7-kau-koann","guā-kau-kuann","gua7-kau-kuann","1400"
"gōa-kau-oân","goa7-kau-oan5","guā-kau-uân","gua7-kau-uan5","1401"
"gōa-phôe","goa7-phoe5","guā-phuê","gua7-phue5","1402"
"gōa-pin","goa7-pin","guā-pin","gua7-pin","1403"
"gōa-koan","goa7-koan","guā-kuan","gua7-kuan","1404"
"gōa-hêng","goa7-heng5","guā-hîng","gua7-hing5","1405"
"gōa-koan","goa7-koan","guā-kuan","gua7-kuan","1405"
"gōa-te̍k","goa7-tek8","guā-ti̍k","gua7-tik8","1406"
"gōa-sū-khò","goa7-su7-kho3","guā-sū-khò","gua7-su7-kho3","1407"
"gōa-ke","goa7-ke","guā-ke","gua7-ke","1408"
"goán","goan2","guán","guan2","1409"
"gún","gun2","gún","gun2","1409"
"goân-tàn","goan5-tan3","guân-tàn","guan5-tan3","1410"
"goân-lâi","goan5-lai5","guân-lâi","guan5-lai5","1411"
"goân-lí","goan5-li2","guân-lí","guan5-li2","1412"
"goân-in","goan5-in","guân-in","guan5-in","1413"
"goân-chú tân","goan5-chu2 tan5","guân-tsú tân","guan5-tsu2 tan5","1414"
"goân-chú-lêng","goan5-chu2-leng5","guân-tsú-lîng","guan5-tsu2-ling5","1415"
"goân-chó͘","goan5-choo2","guân-tsóo","guan5-tsoo2","1416"
"goân-sú","goan5-su2","guân-sú","guan5-su2","1417"
"goân-sí","goan5-si2","guân-sí","guan5-si2","1417"
"goân-sú-sî-tāi","goan5-su2-si5-tai7","guân-sú-sî-tāi","guan5-su2-si5-tai7","1418"
"goân-liāu","goan5-liau7","guân-liāu","guan5-liau7","1419"
"goân-kó","goan5-ko2","guân-kó","guan5-ko2","1420"
"goân-kè","goan5-ke3","guân-kè","guan5-ke3","1421"
"goân-sòe","goan5-soe3","guân-suè","guan5-sue3","1422"
"goân-khì","goan5-khi3","guân-khì","guan5-khi3","1423"
"ū goân-khì","u7 goan5-khi3","ū guân-khì","u7 guan5-khi3","1424"
"bô goân-khì","bo5 goan5-khi3","bô guân-khì","bo5 guan5-khi3","1425"
"goân-liōng","goan5-liong7","guân-liōng","guan5-liong7","1426"
"goân-ūi","goan5-ui7","guân-uī","guan5-ui7","1427"
"goān-ì","goan7-i3","guān-ì","guan7-i3","1428"
"goe̍h-ji̍t","goeh8-jit8","gue̍h-ji̍t","gueh8-jit8","1429"
"kó͘-goe̍h","koo2-goeh8","kóo-gue̍h","koo2-gueh8","1430"
"goe̍h-khó","goeh8-kho2","gue̍h-khó","gueh8-kho2","1431"
"goe̍h","goeh8","gue̍h","gueh8","1432"
"goe̍h-niû","goeh8-niu5","gue̍h-niû","gueh8-niu5","1432"
"goe̍h-kip","goeh8-kip","gue̍h-kip","gueh8-kip","1433"
"goe̍h-tâi","goeh8-tai5","gue̍h-tâi","gueh8-tai5","1434"
"goe̍h-tâi-phiò","goeh8-tai5-phio3","gue̍h-tâi-phiò","gueh8-tai5-phio3","1435"
"gōng","gong7","gōng","gong7","1436"
"gōng lâng","gong7 lang5","gōng lâng","gong7 lang5","1437"
"gōng cha-bó͘","gong7 cha-boo2","gōng tsa-bóo","gong7 tsa-boo2","1438"
"gōng-gín-ná","gong7-gin2-na2","gōng-gín-ná","gong7-gin2-na2","1439"
"gông","gong5","gông","gong5","1440"
"gû","gu5","gû","gu5","1441"
"gû-iû","gu5-iu5","gû-iû","gu5-iu5","1442"
"gû-bah","gu5-bah","gû-bah","gu5-bah","1443"
"chhiah gû","chhiah gu5","tshiah gû","tshiah gu5","1444"
"chúi gû","chui2 gu5","tsuí gû","tsui2 gu5","1445"
"gû-leng","gu5-leng","gû-ling","gu5-ling","1446"
"gû-leng-hún","gu5-leng-hun2","gû-ling-hún","gu5-ling-hun2","1447"
"gû-chhia","gu5-chhia","gû-tshia","gu5-tshia","1448"
"gûi-hiám","gui5-hiam2","guî-hiám","gui5-hiam2","1449"
"gûi-ki","gui5-ki","guî-ki","gui5-ki","1450"
"kok-ka ê gûi-ki","kok-ka e5 gui5-ki","kok-ka ê guî-ki","kok-ka e5 gui5-ki","1451"
"gûi-kip","gui5-kip","guî-kip","gui5-kip","1452"
"ha̍h","hah8","ha̍h","hah8","1453"
