"poj_unicode","poj_input","kiplmj_unicode","kiplmj_input","main_id"
"Kià","Kia3","Kià","Kia3","2738"
"Kià chîⁿ","Kia3 chinn5","Kià tsînn","Kia3 tsinn5","2739"
"Kià phoe","Kia3 phoe","Kià phue","Kia3 phue","2740"
"Kiā","Kia7","Kiā","Kia7","2741"
"Peh-kiā","Peh-kia7","Peh-kiā","Peh-kia7","2742"
"Lo̍h-kiā","Loh8-kia7","Lo̍h-kiā","Loh8-kia7","2743"
"Kiāⁿ","Kiann7","Kiānn","Kiann7","2744"
"Mi̍h-kiāⁿ","Mih8-kiann7","Mi̍h-kiānn","Mih8-kiann7","2745"
"Chi̍t kiāⁿ hêng-lí","Chit8 kiann7 heng5-li2","Tsi̍t kiānn hîng-lí","Tsit8 kiann7 hing5-li2","2746"
"Kiáⁿ","Kiann2","Kiánn","Kiann2","2747"
"Ke-á-kiáⁿ","Ke-a2-kiann2","Ke-á-kiánn","Ke-a2-kiann2","2748"
"Niau-á-kiáⁿ","Niau-a2-kiann2","Niau-á-kiánn","Niau-a2-kiann2","2749"
"Káu-á-kiáⁿ","Kau2-a2-kiann2","Káu-á-kiánn","Kau2-a2-kiann2","2750"
"Ti-á-kiáⁿ","Ti-a2-kiann2","Ti-á-kiánn","Ti-a2-kiann2","2751"
"Kiaⁿ","Kiann","Kiann","Kiann","2752"
"Kiâⁿ","Kiann5","Kiânn","Kiann5","2753"
"Kiâⁿ lâi kiâⁿ khì","Kiann5 lai5 kiann5 khi3","Kiânn lâi kiânn khì","Kiann5 lai5 kiann5 khi3","2754"
"Kiaⁿ liáu","Kiann liau2","Kiann liáu","Kiann liau2","2755"
"Kiaⁿ í","Kiann i2","Kiann í","Kiann i2","2755"
"Kiaⁿ á","Kiann a2","Kiann á","Kiann a2","2755"
"Kiáⁿ-sun","Kiann2-sun","Kiánn-sun","Kiann2-sun","2756"
"Kiáⁿ-sài","Kiann2-sai3","Kiánn-sài","Kiann2-sai3","2757"
"Kiàⁿ","Kiann3","Kiànn","Kiann3","2758"
"Chhiú-kiàⁿ","Chhiu2-kiann3","Tshiú-kiànn","Tshiu2-kiann3","2759"
"Ba̍k-kiàⁿ","Bak8-kiann3","Ba̍k-kiànn","Bak8-kiann3","2760"
"Kòaⁿ ba̍k-kiàⁿ","Koann3 bak8-kiann3","Kuànn ba̍k-kiànn","Kuann3 bak8-kiann3","2761"
"Kiám","Kiam2","Kiám","Kiam2","2762"
"Kiâm","Kiam5","Kiâm","Kiam5","2763"
"Kiám-chhái","Kiam2-chhai2","Kiám-tshái","Kiam2-tshai2","2764"
"Kiam","Kiam","Kiam","Kiam","2765"
"Kiám-cha","Kiám-cha","Kiám-tsa","Kiám-tsa","2766"
"Kiám-un","Kiam2-un","Kiám-un","Kiam2-un","2767"
"Kiám-un-khì","Kiam2-un-khi3","Kiám-un-khì","Kiam2-un-khi3","2768"
"Kiàn-siàu","Kian3-siau3","Kiàn-siàu","Kian3-siau3","2769"
"Kiān-khong","Kian7-khong","Kiān-khong","Kian7-khong","2770"
"Khong-kiān","Khong-kian7","Khong-kiān","Khong-kian7","2771"
"Kiàn-pún","Kian3-pun2","Kiàn-pún","Kian3-pun2","2772"
"Kian-kò͘","Kian-koo3","Kian-kòo","Kian-koo3","2773"
"Kian-līn","Kian-lin7","Kian-līn","Kian-lin7","2774"
"Kiat-hìⁿ-sak","Kiat-hinn3-sak","Kiat-hìnn-sak","Kiat-hinn3-sak","2775"
"Kiat-hun","Kiat-hun","Kiat-hun","Kiat-hun","2776"
"Kiat-kó","Kiat-ko2","Kiat-kó","Kiat-ko2","2777"
"Kiat","Kiat","Kiat","Kiat","2778"
"Kio̍k","Kiok8","Kio̍k","Kiok8","2778"
"Kiáu-jiáu","Kiau2-jiau2","Kiáu-jiáu","Kiau2-jiau2","2779"
"Kiau-ngō͘","Kiau-ngoo7","Kiau-ngōo","Kiau-ngoo7","2780"
"Kiáu","Kiau2","Kiáu","Kiau2","2781"
"Kim","Kim","Kim","Kim","2782"
"Kim-khò͘","Kim-khoo3","Kim-khòo","Kim-khoo3","2783"
"Kim-chóa","Kim-choa2","Kim-tsuá","Kim-tsua2","2784"
"A-kīm","A-kim7","A-kīm","A-kim7","2785"
"Kim-koe","Kim-koe","Kim-kue","Kim-kue","2786"
"Kìm-chí","Kim3-chi2","Kìm-tsí","Kim3-tsi2","2787"
"Kìm","Kim3","Kìm","Kim3","2787"
"Kin-á-ji̍t","Kin-a2-jit8","Kin-á-ji̍t","Kin-a2-jit8","2788"
"Kin","Kin","Kin","Kin","2789"
"Chhiú-kin","Chhiu2-kin","Tshiú-kin","Tshiu2-kin","2790"
"Toh-kin","Toh-kin","Toh-kin","Toh-kin","2791"
"Chia̍h-pn̄g-kin","Chiah8-png7-kin","Tsia̍h-pn̄g-kin","Tsiah8-png7-kin","2792"
"Bīn-kin","Bin7-kin","Bīn-kin","Bin7-kin","2793"
"Kín","Kin2","Kín","Kin2","2794"
"Kin-nî","Kin-ni5","Kin-nî","Kin-ni5","2795"
"Kīn-lâi","Kin7-lai5","Kīn-lâi","Kin7-lai5","2796"
"Kin","Kin","Kin","Kin","2797"
"Kong-kin","Kong-kin","Kong-kin","Kong-kin","2798"
"Kīn","Kin7","Kīn","Kin7","2799"
"Kīn-sī","Kin7-si7","Kīn-sī","Kin7-si7","2800"
"Kiō","Kio7","Kiō","Kio7","2801"
"Kiò","Kio3","Kiò","Kio3","2802"
"Kiô","Kio5","Kiô","Kio5","2803"
"Kòe-kiô","Koe3-kio5","Kuè-kiô","Kue3-kio5","2804"
"Kiô","Kio5","Kiô","Kio5","2805"
"Âng-phôe-chhài","Ang5-phoe5-chhai3","Âng-phuê-tshài","Ang5-phue5-tshai3","2805"
"Kiông","Kiong5","Kiông","Kiong5","2806"
"Kiong-hí","Kiong-hi2","Kiong-hí","Kiong-hi2","2807"
"Kiōng-sán-tóng","Kiong7-san2-tong2","Kiōng-sán-tóng","Kiong7-san2-tong2","2808"
"Kiōng-hô tóng","Kiong7-ho5 tong2","Kiōng-hô tóng","Kiong7-ho5 tong2","2809"
"Kiōng-hô tóng-oân","Kiong7-ho5 tong2-oan5","Kiōng-hô tóng-uân","Kiong7-ho5 tong2-uan5","2810"
"Kiōng-hô-kok","Kiong7-ho5-kok","Kiōng-hô-kok","Kiong7-ho5-kok","2811"
"Ki̍p-keh","Kip8-keh","Ki̍p-keh","Kip8-keh","2812"
"Ki̍p-tē","Kip8-te7","Ki̍p-tē","Kip8-te7","2813"
"Kip-tiúⁿ","Kip-tiunn2","Kip-tiúnn","Kip-tiunn2","2814"
"Kip-sèng ê hùi-iām","Kip-seng3 e5 hui3-iam7","Kip-sìng ê huì-iām","Kip-sing3 e5 hui3-iam7","2815"
"Kip-sèng ê hì-iām","Kip-seng3 e5 hi3-iam7","Kip-sìng ê hì-iām","Kip-sing3 e5 hi3-iam7","2815"
"Kip-sèng ê tn̂g-á-iām","Kip-seng3 e5 tng5-a2-iam7","Kip-sìng ê tn̂g-á-iām","Kip-sing3 e5 tng5-a2-iam7","2816"
"Kiù","Kiu3","Kiù","Kiu3","2817"
"Kiù-sè-chú","Kiu3-se3-chu2","Kiù-sè-tsú","Kiu3-se3-tsu2","2818"
"Kiù-chè","Kiu3-che3","Kiù-tsè","Kiu3-tse3","2819"
"Kiù-chè-hōe","Kiu3-che3-hoe7","Kiù-tsè-huē","Kiu3-tse3-hue7","2820"
"Kiû","Kiu5","Kiû","Kiu5","2821"
"Kiû","Kiu5","Kiû","Kiu5","2822"
"Tē-kiû","Te7-kiu5","Tē-kiû","Te7-kiu5","2823"
"Tiān-kiû","Tian7-kiu5","Tiān-kiû","Tian7-kiu5","2824"
"bāng-kiû","bang7-kiu5","bāng-kiû","bang7-kiu5","2825"
"Pâng-kiû","Pang5-kiu5","Pâng-kiû","Pang5-kiu5","2826"
"Nâ-kiû","Na5-kiu5","Nâ-kiû","Na5-kiu5","2827"
"Kiû-siû","Kiu5-siu5","Kiû-siû","Kiu5-siu5","2828"
"Kiú-kiàn","Kiu2-kian3","Kiú-kiàn","Kiu2-kian3","2829"
"Kiú-gióng","Kiu2-giong2","Kiú-gióng","Kiu2-giong2","2830"
"Kiuⁿ","Kiunn","Kiunn","Kiunn","2831"
"Kng","Kng","Kng","Kng","2832"
"Kng","Kng","Kng","Kng","2833"
"Kńg--khí-lâi","Kng2--khi2-lai5","Kńg--khí-lâi","Kng2--khi2-lai5","2834"
"Kng","Kng","Kng","Kng","2835"
"Kng-á","Kng-a2","Kng-á","Kng-a2","2835"
"Chúi-kng","Chui2-kng","Tsuí-kng","Tsui2-kng","2836"
"Kǹg","Kng3","Kǹg","Kng3","2837"
"Kò-kái","Ko3-kai2","Kò-kái","Ko3-kai2","2838"
"Pān kò-kái","Pan7 ko3-kai2","Pān kò-kái","Pan7 ko3-kai2","2839"
"Ko-san-cho̍k","Ko-san-chok8","Ko-san-tso̍k","Ko-san-tsok8","2840"
"Ko-tiong","Ko-tiong","Ko-tiong","Ko-tiong","2841"
"Ko-kang","Ko-kang","Ko-kang","Ko-kang","2842"
"Ko-siang","Ko-siang","Ko-siang","Ko-siang","2843"
"Ko-kiàn","Ko-kian3","Ko-kiàn","Ko-kian3","2844"
"Ko-hiông","Ko-hiong5","Ko-hiông","Ko-hiong5","2845"
"Ko-lê-chhài","Ko-le5-chhai3","Ko-lê-tshài","Ko-le5-tshai3","2846"
"Kò","Ko3","Kò","Ko3","2847"
"Kô-kô-tīⁿ","Ko5-ko5-tinn7","Kô-kô-tīnn","Ko5-ko5-tinn7","2848"
"Kô͘","Koo5","Kôo","Koo5","2849"
"Kô͘-á","Koo5-a2","Kôo-á","Koo5-a2","2850"
"Kó͘-goe̍h","Koo2-goeh8","Kóo-gue̍h","Koo2-gueh8","2851"
"Kò͘-sū","Koo3-su7","Kòo-sū","Koo3-su7","2852"
"Kóng-kò͘-sū","Kong2-koo3-su7","Kóng-kòo-sū","Kong2-koo3-su7","2853"
"Kó͘-chui","Koo2-chui","Kóo-tsui","Koo2-tsui","2854"
"Á-ko͘","A2-koo","Á-koo","A2-koo","2855"
"Ko͘-tiūⁿ","Koo-tiunn7","Koo-tiūnn","Koo-tiunn7","2856"
"Kó͘","Koo2","Kóo","Koo2","2857"
"Kó͘ chhek-á","Koo2 chhek-a2","Kóo tshik-á","Koo2 tshik-a2","2858"
"Kó͘-lē","Koo2-le7","Kóo-lē","Koo2-le7","2859"
"Kó͘-chíⁿ","Koo2-chinn2","Kóo-tsínn","Koo2-tsinn2","2860"
"Ko͘-put-chiong","Koo-put-chiong","Koo-put-tsiong","Koo-put-tsiong","2861"
"Ko͘-jî","Koo-ji5","Koo-jî","Koo-ji5","2862"
"Kō͘-jî-īⁿ","Koo7-ji5-inn7","Kōo-jî-īnn","Koo7-ji5-inn7","2863"
"Kó͘-kè","Koo2-ke3","Kóo-kè","Koo2-ke3","2864"
"Kò͘-sū","Koo3-su7","Kòo-sū","Koo3-su7","2865"
"Kò͘ gín-ná","Koo3 gin2-na2","Kòo gín-ná","Koo3 gin2-na2","2866"
"Kò͘ pīⁿ-lâng","Koo3 pinn7-lang5","Kòo pīnn-lâng","Koo3 pinn7-lang5","2867"
"Kò͘ mn̂g","Koo3 mng5","Kòo mn̂g","Koo3 mng5","2868"
"Kò͘ mn̂g ê","Koo3 mng5 e5","Kòo mn̂g ê","Koo3 mng5 e5","2869"
"Kò͘ tiàm","Koo3 tiam3","Kòo tiàm","Koo3 tiam3","2870"
"Kó͘","Koo2","Kóo","Koo2","2871"
"Phah-kó͘","Phah-koo2","Phah-kóo","Phah-koo2","2872"
"Kó͘-tóng","Koo2-tong2","Kóo-tóng","Koo2-tong2","2873"
"Kò͘-būn","Koo3-bun7","Kòo-būn","Koo3-bun7","2874"
"Koa","Koa","Kua","Kua","2875"
"Chhiù-koa","Chhiu3-koa","Tshiù-kua","Tshiu3-kua","2876"
"Kok-koa","Kok-koa","Kok-kua","Kok-kua","2877"
"Chhiù sèng-lī ê koa","Chhiu3 seng3-li7 e5 koa","Tshiù sìng-lī ê kua","Tshiu3 sing3-li7 e5 kua","2878"
"Kòa","Koa3","Kuà","Kua3","2879"
"Chi̍t kóa","Chit8 koa2","Tsi̍t kuá","Tsit8 kua2","2880"
"Chi̍t kóa chheh","Chit8 koa2 chheh","Tsi̍t kuá tsheh","Tsit8 kua2 tsheh","2881"
"Chi̍t kóa hêng-lí","Chit8 koa2 heng5-li2","Tsi̍t kuá hîng-lí","Tsit8 kua2 hing5-li2","2882"
"Chi̍t kóa lâng","Chit8 koa2 lang5","Tsi̍t kuá lâng","Tsit8 kua2 lang5","2883"
"Kôaⁿ","Koann5","Kuânn","Kuann5","2884"
"Kôaⁿ-thiⁿ","Koann5-thinn","Kuânn-thinn","Kuann5-thinn","2885"
"Kôaⁿ--tio̍h","Koann5--tioh8","Kuânn--tio̍h","Kuann5--tioh8","2886"
"Kōaⁿ","Koann7","Kuānn","Kuann7","2887"
"Kōaⁿ","Koann7","Kuānn","Kuann7","2888"
"Koaⁿ","Koann","Kuann","Kuann","2889"
"Ti-koaⁿ","Ti-koann","Ti-kuann","Ti-kuann","2890"
"Kóaⁿ","Koann2","Kuánn","Kuann2","2891"
"Kóaⁿ-kín","Koann2-kin2","Kuánn-kín","Kuann2-kin2","2892"
"Koaⁿ-chhâ","Koann-chha5","Kuann-tshâ","Kuann-tsha5","2893"
"Koah","Koah","Kuah","Kuah","2894"
"Koah-tiū-á","Koah-tiu7-a2","Kuah-tiū-á","Kuah-tiu7-a2","2895"
"koai","koai","kuai","kuai","2896"
"Koai-á","Koai-a2","Kuai-á","Kuai-a2","2897"
"Koaiⁿ","Koainn","Kuainn","Kuainn","2898"
"Koaⁿ-mn̂g","Koann-mng5","Kuann-mn̂g","Kuann-mng5","2899"
"Koân","Koan5","Kuân","Kuan5","2900"
"Koàn","Koan3","Kuàn","Kuan3","2901"
"Koàn-thâu","Koan3-thau5","Kuàn-thâu","Kuan3-thau5","2902"
"Chi̍t koàn léng-chúi","Chit8 koan3 leng2-chui2","Tsi̍t kuàn líng-tsuí","Tsit8 kuan3 ling2-tsui2","2903"
"Chi̍t koàn gû-leng","Chit8 koan3 gu5-leng","Tsi̍t kuàn gû-ling","Tsit8 kuan3 gu5-ling","2904"
"Chi̍t koàn ê-iû","Chit8 koan3 e5-iu5","Tsi̍t kuàn ê-iû","Tsit8 kuan3 e5-iu5","2905"
"Chi̍t kaòn io̍h-á","Chit8 kaon3 ioh8-a2","Tsi̍t kàon io̍h-á","Tsit8 kaon3 ioh8-a2","2906"
"Chi̍t koàn be̍h-á-chiú","Chit8 koan3 beh8-a2-chiu2","Tsi̍t kuàn be̍h-á-tsiú","Tsit8 kuan3 beh8-a2-tsiu2","2907"
"Koán","Koan2","Kuán","Kuan2","2908"
"Koán-hat","Koan2-hat","Kuán-hat","Kuan2-hat","2909"
"Koàn-sì","Koan3-si3","Kuàn-sì","Kuan3-si3","2910"
"Chin m̄ koàn-sì","Chin m7 koan3-si3","Tsin m̄ kuàn-sì","Tsin m7 kuan3-si3","2911"
"Koan-sòe","Koan-soe3","Kuan-suè","Kuan-sue3","2912"
"Koán-lí","Koan2-li2","Kuán-lí","Kuan2-li2","2913"
"Koan-hē","Koan-he7","Kuan-hē","Kuan-he7","2914"
"Koân-sián","Koan5-sian2","Kuân-sián","Kuan5-sian2","2915"
"Koān","Koan7","Kuān","Kuan7","2916"
"Tâi-pak koān","Tai5-pak koan7","Tâi-pak kuān","Tai5-pak kuan7","2917"
"Thô-hn̂g koān","Tho5-hng5 koan7","Thô-hn̂g kuān","Tho5-hng5 kuan7","2918"
"Gî-lân koān","Gi5-lan5 koan7","Gî-lân kuān","Gi5-lan5 kuan7","2919"
"Sin-tek koān","Sin-tek koan7","Sin-tik kuān","Sin-tik kuan7","2920"
"Biâu-le̍k koān","Biau5-lek8 koan7","Biâu-li̍k kuān","Biau5-lik8 kuan7","2921"
"Tâi-tiong koān","Tai5-tiong koan7","Tâi-tiong kuān","Tai5-tiong kuan7","2922"
"Chiong-hòa koān","Chiong-hoa3 koan7","Tsiong-huà kuān","Tsiong-hua3 kuan7","2923"
"Lâm-tâu koān","Lam5-tau5 koan7","Lâm-tâu kuān","Lam5-tau5 kuan7","2924"
"Hûn-lîm koān","Hun5-lim5 koan7","Hûn-lîm kuān","Hun5-lim5 kuan7","2925"
"Ka-gī koān","Ka-gi7 koan7","Ka-gī kuān","Ka-gi7 kuan7","2926"
"Hoa-liân koān","Hoa-lian5 koan7","Hua-liân kuān","Hua-lian5 kuan7","2927"
"Tâi-tang koān","Tai5-tang koan7","Tâi-tang kuān","Tai5-tang kuan7","2928"
"Tâi-lâm koān","Tai5-lam5 koan7","Tâi-lâm kuān","Tai5-lam5 kuan7","2929"
"Ko-hiông koān","Ko-hiong5 koan7","Ko-hiông kuān","Ko-hiong5 kuan7","2930"
"Pîn-tong koān","Pin5-tong koan7","Pîn-tong kuān","Pin5-tong kuan7","2931"
"Phîⁿ-ô͘ koān","Phinn5-oo5 koan7","Phînn-ôo kuān","Phinn5-oo5 kuan7","2932"
"Koat-tēng","Koat-teng7","Kuat-tīng","Kuat-ting7","2933"
"Koat-sim","Koat-sim","Kuat-sim","Kuat-sim","2934"
"Koat-ì","Koat-i3","Kuat-ì","Kuat-i3","2935"
"Kóe-chí","Koe2-chi2","Kué-tsí","Kue2-tsi2","2936"
"Kóe-chí chiap","Koe2-chi2 chiap","Kué-tsí tsiap","Kue2-tsi2 tsiap","2937"
"Kòe","Koe3","Kuè","Kue3","2938"
"Kòe-nî","Koe3-ni5","Kuè-nî","Kue3-ni5","2939"
"Kòe-kè","Koe3-ke3","Kuè-kè","Kue3-ke3","2940"
"Hōe-kè","Hoe7-ke3","Huē-kè","Hue7-ke3","2940"
"Kòe-óng","Koe3-ong2","Kuè-óng","Kue3-ong2","2941"
"Koe","Koe","Kue","Kue","2942"
"Bo̍k-koe","Bok8-koe","Bo̍k-kue","Bok8-kue","2943"
"Si-koe","Si-koe","Si-kue","Si-kue","2944"
"Chhì-koe","Chhi3-koe","Tshì-kue","Tshi3-kue","2945"
"Tang-koe","Tang-koe","Tang-kue","Tang-kue","2946"
"Kim-koe","Kim-koe","Kim-kue","Kim-kue","2947"
"Kòe-sit","Koe3-sit","Kuè-sit","Kue3-sit","2948"
"Kòe-mî","Koe3-mi5","Kuè-mî","Kue3-mi5","2949"
"Kòe-tō","Koe3-to7","Kuè-tō","Kue3-to7","2950"
"Kòe-khì","Koe3-khi3","Kuè-khì","Kue3-khi3","2951"
"Koh-khah","Koh-khah","Koh-khah","Koh-khah","2952"
"Koh-khah hó","Koh-khah ho2","Koh-khah hó","Koh-khah ho2","2953"
"Koh","Koh","Koh","Koh","2954"
"Koh-chài","Koh-chai3","Koh-tsài","Koh-tsai3","2954"
"Koh-chài kóng","Koh-chai3 kong2","Koh-tsài kóng","Koh-tsai3 kong2","2955"
"koh chi̍t pái","koh chit8 pai2","koh tsi̍t pái","koh tsit8 pai2","2956"
"Tōa koh ióng","Toa7 koh iong2","Toā koh ióng","Toa7 koh iong2","2957"
"Koh-khì","Koh-khi3","Koh-khì","Koh-khi3","2958"
"Koh-lâi","Koh-lai5","Koh-lâi","Koh-lai5","2959"
"Koh-the̍h","Koh-theh8","Koh-the̍h","Koh-theh8","2960"
"Koh-khah","Koh-khah","Koh-khah","Koh-khah","2961"
"Kok-bîn","Kok-bin5","Kok-bîn","Kok-bin5","2962"
"Kok-bîn-ha̍k-hāu","Kok-bin5-hak8-hau7","Kok-bîn-ha̍k-hāu","Kok-bin5-hak8-hau7","2963"
"Kok-bîn-tóng","Kok-bin5-tong2","Kok-bîn-tóng","Kok-bin5-tong2","2964"
"Kok-bûn","Kok-bun5","Kok-bûn","Kok-bun5","2965"
"Kok-gí","Kok-gi2","Kok-gí","Kok-gi2","2966"
"Kok-ka","Kok-ka","Kok-ka","Kok-ka","2967"
"Kok-kî","Kok-ki5","Kok-kî","Kok-ki5","2968"
"Kok-lâng","Kok-lang5","Kok-lâng","Kok-lang5","2969"
"Kóng","Kong2","Kóng","Kong2","2970"
"Kóng-ōe","Kong2-oe7","Kóng-uē","Kong2-ue7","2971"
"Kòng","Kong3","Kòng","Kong3","2972"
"Kòng-cheng","Kong3-cheng","Kòng-tsing","Kong3-tsing","2973"
"Kòng tiān-pò","Kong3 tian7-po3","Kòng tiān-pò","Kong3 tian7-po3","2974"
"Kong","Kong","Kong","Kong","2975"
"Kong-hn̂g","Kong-hng5","Kong-hn̂g","Kong-hng5","2976"
"Kong-lí","Kong-li2","Kong-lí","Kong-li2","2977"
"Kong-tō","Kong-to7","Kong-tō","Kong-to7","2978"
"Kong-chhioh","Kong-chhioh","Kong-tshioh","Kong-tshioh","2979"
"Kòng-thûi-á","Kong3-thui5-a2","Kòng-thuî-á","Kong3-thui5-a2","2980"
"Kóng-pò͘ tiān-tâi","Kong2-poo3 tian7-tai5","Kóng-pòo tiān-tâi","Kong2-poo3 tian7-tai5","2981"
"Kóng pe̍h-chha̍t","Kong2 peh8-chhat8","Kóng pe̍h-tsha̍t","Kong2 peh8-tshat8","2982"
"Kong-êng","Kong-eng5","Kong-îng","Kong-ing5","2983"
"Kóng-put-pêng","Kong2-put-peng5","Kóng-put-pîng","Kong2-put-ping5","2984"
"Kong-ke","Kong-ke","Kong-ke","Kong-ke","2985"
"A-kong","A-kong","A-kong","A-kong","2986"
"Gōa-kong","Goa7-kong","Guā-kong","Gua7-kong","2987"
"Lāi-kong","Lai7-kong","Lāi-kong","Lai7-kong","2988"
"Kong-bîn","Kong-bin5","Kong-bîn","Kong-bin5","2989"
"Kong-hāu","Kong-hau7","Kong-hāu","Kong-hau7","2990"
"Kóng-kò͘","Kong2-koo3","Kóng-kòo","Kong2-koo3","2991"
"Kóng-kò","Kong2-ko3","Kóng-kò","Kong2-ko3","2991"
"Kong-bū-oân","Kong-bu7-oan5","Kong-bū-uân","Kong-bu7-uan5","2992"
"Kong-lô","Kong-lo5","Kong-lô","Kong-lo5","2993"
"Kong-su","Kong-su","Kong-su","Kong-su","2994"
"Kū","Ku7","Kū","Ku7","2995"
"Kū-nî","Ku7-ni5","Kū-nî","Ku7-ni5","2996"
"Kū-le̍k","Ku7-lek8","Kū-li̍k","Ku7-lik8","2997"
"Lông-le̍k","Long5-lek8","Lông-li̍k","Long5-lik8","2997"
"Kù","Ku3","Kù","Ku3","2998"
"Chi̍t kù ōe","Chit8 ku3 oe7","Tsi̍t kù uē","Tsit8 ku3 ue7","2999"
"Chit kù","Chit ku3","Tsit kù","Tsit ku3","3000"
"Kúi kù-á ōe","Kui2 ku3-a2 oe7","Kuí kù-á uē","Kui2 ku3-a2 ue7","3001"
"Kú","Ku2","Kú","Ku2","3002"
"Chin-kú","Chin-ku2","Tsin-kú","Tsin-ku2","3003"
"Bô-lōa-kú","Bo5-loa7-ku2","Bô-luā-kú","Bo5-lua7-ku2","3004"
"Khah kú","Khah ku2","Khah kú","Khah ku2","3005"
"Chiah ni̍h kú","Chiah nih8 ku2","Tsiah ni̍h kú","Tsiah nih8 ku2","3006"
"Siuⁿ-kú","Siunn-ku2","Siunn-kú","Siunn-ku2","3007"
"Koh bô lōa kú","Koh bo5 loa7 ku2","Koh bô luā kú","Koh bo5 lua7 ku2","3008"
"Chit bô lōa-kú","Chit bo5 loa7-ku2","Tsit bô luā-kú","Tsit bo5 lua7-ku2","3009"
"Gō͘ hun-cheng kú","Goo7 hun-cheng ku2","Gōo hun-tsing kú","Goo7 hun-tsing ku2","3010"
"Gō͘ tiám-cheng kú","Goo7 tiam2-cheng ku2","Gōo tiám-tsing kú","Goo7 tiam2-tsing ku2","3011"
"La̍k goe̍h-ji̍t kú","Lak8 goeh8-jit8 ku2","La̍k gue̍h-ji̍t kú","Lak8 gueh8-jit8 ku2","3012"
"Pòaⁿ nî kú","Poann3 ni5 ku2","Puànn nî kú","Puann3 ni5 ku2","3012"
"La̍k kó͘-goe̍h kú","Lak8 koo2-goeh8 ku2","La̍k kóo-gue̍h kú","Lak8 koo2-gueh8 ku2","3012"
"Nn̄g lé-pài kú","Nng7 le2-pai3 ku2","Nn̄g lé-pài kú","Nng7 le2-pai3 ku2","3013"
"Cha̍p nî-kú","Chap8 ni5-ku2","Tsa̍p nî-kú","Tsap8 ni5-ku2","3014"
"Iáu-kú","Iau2-ku2","Iáu-kú","Iau2-ku2","3015"
"M̄-kú","M7-ku2","M̄-kú","M7-ku2","3016"
"Kúi nî-á-kú","Kui2 ni5-a2-ku2","Kuí nî-á-kú","Kui2 ni5-a2-ku2","3017"
"Kúi nā nî-kú","Kui2 na7 nî-ku2","Kuí nā nî-kú","Kui2 na7 nî-ku2","3018"
"Kúi ā nî-kú","Kui2 a7 ni5-ku2","Kuí ā nî-kú","Kui2 a7 ni5-ku2","3018"
"Kúi-nā ji̍t kú","Kui2-na7 jit8 ku2","Kuí-nā ji̍t kú","Kui2-na7 jit8 ku2","3019"
"Kúi ā ji̍t kú","Kui2 a7 jit8 ku2","Kuí ā ji̍t kú","Kui2 a7 jit8 ku2","3019"
"Kúi ji̍t-á-kú","Kui2 jit8-a2-ku2","Kuí ji̍t-á-kú","Kui2 jit8-a2-ku2","3020"
"Kùi nā kó͘ goe̍h kú","Kui3 na7 koo2 goeh8 ku2","Kuì nā kóo gue̍h kú","Kui3 na7 koo2 gueh8 ku2","3021"
"Kúi ā kó͘ goe̍h kú","Kui2 a7 koo2 goeh8 ku2","Kuí ā kóo gue̍h kú","Kui2 a7 koo2 gueh8 ku2","3021"
"Saⁿ sì ji̍t kú","Sann si3 jit8 ku2","Sann sì ji̍t kú","Sann si3 jit8 ku2","3022"
"Gō͘ la̍k nî kú","Goo7 lak8 ni5 ku2","Gōo la̍k nî kú","Goo7 lak8 ni5 ku2","3023"
"Chi̍t kú-á","Chit8 ku2-a2","Chi̍t kú-á","Chit8 ku2-a2","3024"
"A-kū","A-ku7","A-kū","A-ku7","3025"
"Ku-koài","Ku-koai3","Ku-kuài","Ku-kuai3","3026"
"Ku","Ku","Ku","Ku","3027"
"Kū-lo̍k-pō͘","Ku7-lok8-poo7","Kū-lo̍k-pōo","Ku7-lok8-poo7","3028"
"Kúi","Kui2","Kuí","Kui2","3029"
"Kúi ji̍t chêng","Kui2 jit8 cheng5","Kuí ji̍t tsîng","Kui2 jit8 tsing5","3030"
"Bô kúi ji̍t chêng","Bo5 kui2 jit8 cheng5","Bô kuí ji̍t tsîng","Bo5 kui2 jit8 tsing5","3031"
"Chit kúi-ji̍t","Chit kui2-jit8","Tsit kuí-ji̍t","Tsit kui2-jit8","3032"
"Kúi kho͘-á","Kui2 khoo-a2","Kuí khoo-á","Kui2 khoo-a2","3033"
"Kúi pún á chheh","Kui2 pun2 a2 chheh","Kuí pún á tsheh","Kui2 pun2 a2 tsheh","3034"
"Kúi nā pún chheh","Kui2 na7 pun2 chheh","Kuí nā pún tsheh","Kui2 na7 pun2 tsheh","3035"
"Kúi ā pún chheh","Kui2 a7 pun2 chheh","Kuí ā pún tsheh","Kui2 a7 pun2 tsheh","3035"
"Kúi ê á lâng","Kui2 e5 a2 lang5","Kuí ê á lâng","Kui2 e5 a2 lang5","3036"
"Kúi nā ê lâng","Kui2 na7 e5 lang5","Kuí nā ê lâng","Kui2 na7 e5 lang5","3037"
"Kúi ā ê lâng","Kui2 a7 e5 lang5","Kuí ā ê lâng","Kui2 a7 e5 lang5","3037"
"Kúi kù-á ōe","Kui2 ku3-a2 oe7","Kuí kù-á uē","Kui2 ku3-a2 ue7","3038"
"Kúi nā kù ōe","Kui2 na7 ku3 oe7","Kuí nā kù uē","Kui2 na7 ku3 ue7","3039"
