poj_unicode,poj_input,kiplmj_unicode,kiplmj_input,main_id
bûn-chiong,bun5-chiong,bûn-tsiong,bun5-tsiong,1067
bûn-chiuⁿ,bun5-chiunn,bûn-tsiunn,bun5-tsiunn,1067
péng-chûn,peng2-chun5,píng-tsûn,ping2-tsun5,1068
chhiú-su̍t,chhiu2-sut8,tshiú-su̍t,tshiu2-sut8,1069
m̄-thang,m7-thang,m̄-thang,m7-thang,1070
chúi-hòe,chui2-hoe3,tsuí-huè,tsui2-hue3,1071
chúi-hè,chui2-he3,tsuí-hè,tsui2-he3,1071
thiⁿ-téng,thinn-teng2,thinn-tíng,thinn-ting2,1072
khóng-chhiok,khong2-chhiok,khóng-tshiok,khong2-tshiok,1073
bo̍k-hî,bok8-hi5,bo̍k-hî,bok8-hi5,1074
bo̍k-hû,bok8-hu5,bo̍k-hû,bok8-hu5,1074
bo̍k-môa-hông,bok8-moa5-hong5,bo̍k-muâ-hông,bok8-mua5-hong5,1075
bo̍k-mâ-hông,bok8-ma5-hong5,bo̍k-mâ-hông,bok8-ma5-hong5,1075
pháiⁿ-chhùi,phainn2-chhui3,pháinn-tshuì,phainn2-tshui3,1076
pháiⁿ-chhùi-táu,phainn2-chhui3-tau2,pháinn-tshuì-táu,phainn2-tshui3-tau2,1077
chí chhùi-ta,chi2 chhui3-ta,tsí tshuì-ta,tsi2 tshui3-ta,1078
pí-jū,pi2-ju7,pí-jū,pi2-ju7,1079
pí-lū,pi2-lu7,pí-lū,pi2-lu7,1079
phí-jū,phi2-ju7,phí-jū,phi2-ju7,1079
phí-lū,phi2-lu7,phí-lū,phi2-lu7,1079
sim-būn,sim-bun7,sim-būn,sim-bun7,1080
chi-oān,chi-oan7,tsi-uān,tsi-uan7,1081
m̄ káⁿ,m7 kann2,m̄ kánn,m7 kann2,1082
chúi-chiⁿ,chui2-chinn,tsuí-tsinn,tsui2-tsinn,1083
ji̍t-kî,jit8-ki5,ji̍t-kî,jit8-ki5,1084
li̍t-kî,lit8-ki5,li̍t-kî,lit8-ki5,1084
bo̍k-mî,bok8-mi5,bo̍k-mî,bok8-mi5,1085
"ín-tō͘",in2-too7,ín-tōo,in2-too7,1086
pháiⁿ-khoán,phainn2-khoan2,pháinn-khuán,phainn2-khuan2,1087
mô͘-thán,moo5-than2,môo-thán,moo5-than2,1088
thian-jiân,thian-jian5,thian-jiân,thian-jian5,1089
thian-liân,thian-lian5,thian-liân,thian-lian5,1089
goe̍h-khîm,goeh8-khim5,gue̍h-khîm,gueh8-khim5,1090
ge̍h-khîm,geh8-khim5,ge̍h-khîm,geh8-khim5,1090
thiⁿ-thang,thinn-thang,thinn-thang,thinn-thang,1091
pháiⁿ-khùn,phainn2-khun3,pháinn-khùn,phainn2-khun3,1092
pa-kiat,pa-kiat,pa-kiat,pa-kiat,1093
chhiú-pit,chhiu2-pit,tshiú-pit,tshiu2-pit,1094
goe̍h-kip,goeh8-kip,gue̍h-kip,gueh8-kip,1095
ge̍h-kip,geh8-kip,ge̍h-kip,geh8-kip,1095
chúi-pit-á,chui2-pit-a2,tsuí-pit-á,tsui2-pit-a2,1096
chhiú-oáⁿ,chhiu2-oann2,tshiú-uánn,tshiu2-uann2,1097
chhiú-oáⁿ-kut,chhiu2-oann2-kut,tshiú-uánn-kut,tshiu2-uann2-kut,1098
m̄-tio̍h,m7-tioh8,m̄-tio̍h,m7-tioh8,1099
bûn-ngá,bun5-nga2,bûn-ngá,bun5-nga2,1100
chhiú-sè,chhiu2-se3,tshiú-sè,tshiu2-se3,1101
khiàm-chè,khiam3-che3,khiàm-tsè,khiam3-tse3,1102
pháiⁿ-sè,phainn2-se3,pháinn-sè,phainn2-se3,1103
thiⁿ-ì,thinn-i3,thinn-ì,thinn-i3,1104
thian-ì,thian-i3,thian-ì,thian-i3,1104
sim-ì,sim-i3,sim-ì,sim-i3,1105
pháiⁿ-ì,phainn2-i3,pháinn-ì,phainn2-i3,1106
goe̍h-àm-mê,goeh8-am3-me5,gue̍h-àm-mê,gueh8-am3-me5,1107
ge̍h-àm-mî,geh8-am3-mi5,ge̍h-àm-mî,geh8-am3-mi5,1107
táu-kài,tau2-kai3,táu-kài,tau2-kai3,1108
chúi-chún,chui2-chun2,tsuí-tsún,tsui2-tsun2,1109
chúi-kau,chui2-kau,tsuí-kau,tsui2-kau,1110
thài-ke̍k-kûn,thai3-kek8-kun5,thài-ki̍k-kûn,thai3-kik8-kun5,1111
chúi-goân-thâu,chui2-goan5-thau5,tsuí-guân-thâu,tsui2-guan5-thau5,1112
siàu-iâ,siau3-ia5,siàu-iâ,siau3-ia5,1113
goe̍h-keng,goeh8-keng,gue̍h-king,gueh8-king,1114
ge̍h-keng,geh8-keng,ge̍h-king,geh8-king,1114
péng-pak,peng2-pak,píng-pak,ping2-pak,1115
sim-tn̂g,sim-tng5,sim-tn̂g,sim-tng5,1116
sim-pak,sim-pak,sim-pak,sim-pak,1117
pháiⁿ-pak-tó͘,phainn2-pak-too2,pháinn-pak-tóo,phainn2-pak-too2,1118
pháiⁿ-bak-tó͘,phainn2-bak-too2,pháinn-bak-tóo,phainn2-bak-too2,1118
pháiⁿ-oē,phainn2-oe7,pháinn-uē,phainn2-ue7,1119
mn̂g-kha,mng5-kha,mn̂g-kha,mng5-kha,1120
chhiú-lō͘,chhiu2-loo7,tshiú-lōo,tshiu2-loo7,1121
pháiⁿ-lō͘,phainn2-loo7,pháinn-lōo,phainn2-loo7,1122
pháiⁿ-ūn,phainn2-un7,pháinn-ūn,phainn2-un7,1123
m̄-koh,m7-koh,m̄-koh,m7-koh,1124
m̄-kù,m7-ku3,m̄-kù,m7-ku3,1124
pí-kàu,pi2-kau3,pí-kàu,pi2-kau3,1125
chúi-tō,chui2-to7,tsuí-tō,tsui2-to7,1126
chúi-tō-chúi,chui2-to7-chui2,tsuí-tō-tsuí,tsui2-to7-tsui2,1127
chhiú-lō͘-chhài,chhiu2-loo7-chhai3,tshiú-lōo-tshài,tshiu2-loo7-tshai3,1128
chúi-tō-thâu,chui2-to7-thau5,tsuí-tō-thâu,tsui2-to7-thau5,1129
chhiú-chhèng,chhiu2-chheng3,tshiú-tshìng,tshiu2-tshing3,1130
chúi-cha̍h,chui2-chah8,tsuí-tsa̍h,tsui2-tsah8,1131
chúi-tiān,chui2-tian7,tsuí-tiān,tsui2-tian7,1132
chhiú-tiān-á,chhiu2-tian7-a2,tshiú-tiān-á,tshiu2-tian7-a2,1133
hoán-hiau,hoan2-hiau,huán-hiau,huan2-hiau,1134
chí-sàu,chi2-sau3,tsí-sàu,tsi2-sau3,1135
iáu-siū,iau2-siu7,iáu-siū,iau2-siu7,1136
iáu-siū-á,iau2-siu7-a2,iáu-siū-á,iau2-siu7-a2,1137
iáu-siū-té-miā,iau2-siu7-te2-mia7,iáu-siū-té-miā,iau2-siu7-te2-mia7,1138
hoán-tùi,hoan2-tui3,huán-tuì,huan2-tui3,1139
chhiú-chih-phō͘-á,chhiu2-chih-phoo7-a2,tshiú-tsih-phōo-á,tshiu2-tsih-phoo7-a2,1140
chhiú-chí-phō͘-á,chhiu2-chi2-phoo7-a2,tshiú-tsí-phōo-á,tshiu2-tsi2-phoo7-a2,1140
thài-kàm,thai3-kam3,thài-kàm,thai3-kam3,1141
m̄-koán,m7-koan2,m̄-kuán,m7-kuan2,1142
mn̂g-kńg,mng5-kng2,mn̂g-kńg,mng5-kng2,1143
chúi-kóng,chui2-kong2,tsuí-kóng,tsui2-kong2,1144
chúi-bi̍t-thô,chui2-bit8-tho5,tsuí-bi̍t-thô,tsui2-bit8-tho5,1145
"ín-iú",in2-iu2,ín-iú,in2-iu2,1146
ji̍t-chì,jit8-chi3,ji̍t-tsì,jit8-tsi3,1147
li̍t-chì,lit8-chi3,li̍t-tsì,lit8-tsi3,1147
sim-sng,sim-sng,sim-sng,sim-sng,1148
chúi-gîn,chui2-gin5,tsuí-gîn,tsui2-gin5,1149
chúi-gûn,chui2-gun5,tsuí-gûn,tsui2-gun5,1149
pháiⁿ-tâng-kū-siah,phainn2-tang5-ku7-siah,pháinn-tâng-kū-siah,phainn2-tang5-ku7-siah,1150
"ín-hûn",in2-hun5,ín-hûn,in2-hun5,1151
goe̍h-piáⁿ,goeh8-piann2,gue̍h-piánn,gueh8-piann2,1152
ge̍h-piáⁿ,geh8-piann2,ge̍h-piánn,geh8-piann2,1152
chúi-kiáu,chui2-kiau2,tsuí-kiáu,tsui2-kiau2,1153
chió-sò͘,chio2-soo3,tsió-sòo,tsio2-soo3,1154
khiàm-siàu,khiam3-siau3,khiàm-siàu,khiam3-siau3,1155
chúi-chô,chui2-cho5,tsuí-tsô,tsui2-tso5,1156
chhiú-sò͘-liāu,chhiu2-soo3-liau7,tshiú-sòo-liāu,tshiu2-soo3-liau7,1157
chhiú-bô͘,chhiu2-boo5,tshiú-bôo,tshiu2-boo5,1158
chhiú-pôaⁿ,chhiu2-poann5,tshiú-puânn,tshiu2-puann5,1159
hòa-iân,hoa3-ian5,huà-iân,hua3-ian5,1160
pí-lūn,pi2-lun7,pí-lūn,pi2-lun7,1161
sim-sek,sim-sek,sim-sik,sim-sik,1162
hòa-ha̍k,hoa3-hak8,huà-ha̍k,hua3-hak8,1163
bûn-ha̍k,bun5-hak8,bûn-ha̍k,bun5-hak8,1164
chhiú-tòng,chhiu2-tong3,tshiú-tòng,tshiu2-tong3,1165
bûn-pêng,bun5-peng5,bûn-pîng,bun5-ping5,1166
bûn-pîn,bun5-pin5,bûn-pîn,bun5-pin5,1166
thian-kiô,thian-kio5,thian-kiô,thian-kio5,1167
sim-ki,sim-ki,sim-ki,sim-ki,1168
hō͘-tēng,hoo7-teng7,hōo-tīng,hoo7-ting7,1169
chhiú-lok-á,chhiu2-lok-a2,tshiú-lok-á,tshiu2-lok-a2,1170
chhiú-ki-á,chhiu2-ki-a2,tshiú-ki-á,tshiu2-ki-a2,1171
chúi-teng,chui2-teng,tsuí-ting,tsui2-ting,1172
pháiⁿ-chek-tek,phainn2-chek-tek,pháinn-tsik-tik,phainn2-tsik-tik,1173
chhiú-pió-á,chhiu2-pio2-a2,tshiú-pió-á,tshiu2-pio2-a2,1174
sim-thâu,sim-thau5,sim-thâu,sim-thau5,1175
hō͘-thâu,hoo7-thau5,hōo-thâu,hoo7-thau5,1176
chhiú-thâu,chhiu2-thau5,tshiú-thâu,tshiu2-thau5,1177
ji̍t-thâu,jit8-thau5,ji̍t-thâu,jit8-thau5,1178
li̍t-thâu,lit8-thau5,li̍t-thâu,lit8-thau5,1178
goe̍h-thâu,goeh8-thau5,gue̍h-thâu,gueh8-thau5,1179
ge̍h-thâu,geh8-thau5,ge̍h-thâu,geh8-thau5,1179
chúi-thâu,chui2-thau5,tsuí-thâu,tsui2-thau5,1180
ji̍t-thâu-hoe,jit8-thau5-hoe,ji̍t-thâu-hue,jit8-thau5-hue,1181
li̍t-thâu-hoe,lit8-thau5-hoe,li̍t-thâu-hue,lit8-thau5-hue,1181
"ín-thâu-lō͘",in2-thau5-loo7,ín-thâu-lōo,in2-thau5-loo7,1182
"ún-thâu-lō͘",un2-thau5-loo7,ún-thâu-lōo,un2-thau5-loo7,1182
chúi-ah,chui2-ah,tsuí-ah,tsui2-ah,1183
chúi-lêng,chui2-leng5,tsuí-lîng,tsui2-ling5,1184
chúi-ku,chui2-ku,tsuí-ku,tsui2-ku,1185
chúi-lêng-chhia,chui2-leng5-chhia,tsuí-lîng-tshia,tsui2-ling5-tshia,1186
chúi-oan-iuⁿ,chui2-oan-iunn,tsuí-uan-iunn,tsui2-uan-iunn,1187
hoán-èng,hoan2-eng3,huán-ìng,huan2-ing3,1188
chhiú-khoân,chhiu2-khoan5,tshiú-khuân,tshiu2-khuan5,1189
thian-pông,thian-pong5,thian-pông,thian-pong5,1190
chúi-èng-chhài,chui2-eng3-chhai3,tsuí-ìng-tshài,tsui2-ing3-tshai3,1191
pháiⁿ-siaⁿ-sàu,phainn2-siann-sau3,pháinn-siann-sàu,phainn2-siann-sau3,1192
chúi-lê,chui2-le5,tsuí-lê,tsui2-le5,1193
pháiⁿ-kóng,phainn2-kong2,pháinn-kóng,phainn2-kong2,1194
pí-sài,pi2-sai3,pí-sài,pi2-sai3,1195
chúi-khok-á,chui2-khok-a2,tsuí-khok-á,tsui2-khok-a2,1196
péng-liàn-tńg,peng2-lian3-tng2,píng-liàn-tńg,ping2-lian3-tng2,1197
péng-lìn-tńg,peng2-lin3-tng2,píng-lìn-tńg,ping2-lin3-tng2,1197
chúi-kūi,chui2-kui7,tsuí-kuī,tsui2-kui7,1198
pháiⁿ-phiah,phainn2-phiah,pháinn-phiah,phainn2-phiah,1199
chúi-phiô,chui2-phio5,tsuí-phiô,tsui2-phio5,1200
chúi-hun-chhoe,chui2-hun-chhoe,tsuí-hun-tshue,tsui2-hun-tshue,1201
chúi-hun-chhe,chui2-hun-chhe,tsuí-hun-tshe,tsui2-hun-tshe,1201
chúi-ke,chui2-ke,tsuí-ke,tsui2-ke,1202
chúi-koe,chui2-koe,tsuí-kue,tsui2-kue,1202
súi-ke,sui2-ke,suí-ke,sui2-ke,1202
súi-koe,sui2-koe,suí-kue,sui2-kue,1202
chúi-ke-siû,chui2-ke-siu5,tsuí-ke-siû,tsui2-ke-siu5,1203
chúi-koe-siû,chui2-koe-siu5,tsuí-kue-siû,tsui2-kue-siu5,1203
chúi-thoah,chui2-thoah,tsuí-thuah,tsui2-thuah,1204
chhiú-gē,chhiu2-ge7,tshiú-gē,tshiu2-ge7,1205
bûn-gē,bun5-ge7,bûn-gē,bun5-ge7,1206
mô͘-hē,moo5-he7,môo-hē,moo5-he7,1207
sim-goān,sim-goan7,sim-guān,sim-guan7,1208
m̄-goān,m7-goan7,m̄-guān,m7-guan7,1209
bûn-hiàn,bun5-hian3,bûn-hiàn,bun5-hian3,1210
hō͘-che̍k,hoo7-chek8,hōo-tsi̍k,hoo7-tsik8,1211
chhiú-sio̍k,chhiu2-siok8,tshiú-sio̍k,tshiu2-siok8,1212
chhiú-lông,chhiu2-long5,tshiú-lông,tshiu2-long5,1213
chhiú-long,chhiu2-long,tshiú-long,tshiu2-long,1213
sim-chōng,sim-chong7,sim-tsōng,sim-tsong7,1214
táu-láng,tau2-lang2,táu-láng,tau2-lang2,1215
pháiⁿ-thiaⁿ,phainn2-thiann,pháinn-thiann,phainn2-thiann,1216
sim-chōng-pēⁿ,sim-chong7-penn7,sim-tsōng-pēnn,sim-tsong7-penn7,1217
sim-chōng-pīⁿ,sim-chong7-pinn7,sim-tsōng-pīnn,sim-tsong7-pinn7,1217
hòa-giām,hoa3-giam7,huà-giām,hua3-giam7,1218
m̄ kiaⁿ,m7 kiann,m̄ kiann,m7 kiann,1219
sim-kiaⁿ-táⁿ-hiannh,sim-kiann-tann2-hiannh,sim-kiann-tánn-hiannh,sim-kiann-tann2-hiannh,1220
hóe,hoe2,hué,hue2,1221
hé,he2,hé,he2,1221
jiáu,jiau2,jiáu,jiau2,1222
niáu,niau2,niáu,niau2,1222
hū,hu7,hū,hu7,1223
pêng,peng5,pîng,ping5,1224
phìⁿ,phinn3,phìnn,phinn3,1225
gâ,ga5,gâ,ga5,1226
gê,ge5,gê,ge5,1227
gû,gu5,gû,gu5,1228
"ông",ong5,ông,ong5,1229
gû-lān-pha-soāiⁿ,gu5-lan7-pha-soainn7,gû-lān-pha-suāinn,gu5-lan7-pha-suainn7,1230
hóe-tōa,hoe2-toa7,hué-tuā,hue2-tua7,1231
hé-tōa,he2-toa7,hé-tuā,he2-tua7,1231
hóe-soaⁿ,hoe2-soann,hué-suann,hue2-suann,1232
hé-soaⁿ,he2-soann,hé-suann,he2-suann,1232
jiáu-á,jiau2-a2,jiáu-á,jiau2-a2,1233
niáu-á,niau2-a2,niáu-á,niau2-a2,1233
hū-heng,hu7-heng,hū-hing,hu7-hing,1234
gû-á-kiáⁿ,gu5-a2-kiann2,gû-á-kiánn,gu5-a2-kiann2,1235
gû-á-khò͘,gu5-a2-khoo3,gû-á-khòo,gu5-a2-khoo3,1236
hū-bió,hu7-bio2,hū-bió,hu7-bio2,1237
gû-leng,gu5-leng,gû-ling,gu5-ling,1238
gû-ni,gu5-ni,gû-ni,gu5-ni,1238
gû-lin,gu5-lin,gû-lin,gu5-lin,1238
gû-bó,gu5-bo2,gû-bó,gu5-bo2,1239
gû-bú,gu5-bu2,gû-bú,gu5-bu2,1239
gû-leng-sek,gu5-leng-sek,gû-ling-sik,gu5-ling-sik,1240
gû-ni-sek,gu5-ni-sek,gû-ni-sik,gu5-ni-sik,1240
gû-lin-sek,gu5-lin-sek,gû-lin-sik,gu5-lin-sik,1240
gû-leng-chhùi-á,gu5-leng-chhui3-a2,gû-ling-tshuì-á,gu5-ling-tshui3-a2,1241
gû-ni-chhùi-á,gu5-ni-chhui3-a2,gû-ni-tshuì-á,gu5-ni-tshui3-a2,1241
gû-lin-chhùi-á,gu5-lin-chhui3-a2,gû-lin-tshuì-á,gu5-lin-tshui3-a2,1241
gû-leng-thn̂g,gu5-leng-thng5,gû-ling-thn̂g,gu5-ling-thng5,1242
gû-ni-thn̂g,gu5-ni-thng5,gû-ni-thn̂g,gu5-ni-thng5,1242
gû-lin-thn̂g,gu5-lin-thng5,gû-lin-thn̂g,gu5-lin-thng5,1242
hóe-chio̍h-á,hoe2-chioh8-a2,hué-tsio̍h-á,hue2-tsioh8-a2,1243
hé-chio̍h-á,he2-chioh8-a2,hé-tsio̍h-á,he2-tsioh8-a2,1243
"ông-hiō",ong5-hio7,ông-hiō,ong5-hio7,1244
hóe-chi̍h,hoe2-chih8,hué-tsi̍h,hue2-tsih8,1245
hé-chi̍h,he2-chih8,hé-tsi̍h,he2-tsih8,1245
hū-ló,hu7-lo2,hū-ló,hu7-lo2,1246
hóe-ngeh,hoe2-ngeh,hué-ngeh,hue2-ngeh,1247
hé-ngeh,he2-ngeh,hé-ngeh,he2-ngeh,1247
gû-khi̍t-á,gu5-khit8-a2,gû-khi̍t-á,gu5-khit8-a2,1248
hóe-chai,hoe2-chai,hué-tsai,hue2-tsai,1249
hé-chai,he2-chai,hé-tsai,he2-tsai,1249
gû-tiâu,gu5-tiau5,gû-tiâu,gu5-tiau5,1250
gû-tō͘,gu5-too7,gû-tōo,gu5-too7,1251
hóe-chhia,hoe2-chhia,hué-tshia,hue2-tshia,1252
hé-chhia,he2-chhia,hé-tshia,he2-tshia,1252
gû-kak,gu5-kak,gû-kak,gu5-kak,1253
gû-kak-hoe,gu5-kak-hoe,gû-kak-hue,gu5-kak-hue,1254
hóe-chhia-chām,hoe2-chhia-cham7,hué-tshia-tsām,hue2-tshia-tsam7,1255
hé-chhia-chām,he2-chhia-cham7,hé-tshia-tsām,he2-tshia-tsam7,1255
hóe-chhia-lō͘,hoe2-chhia-loo7,hué-tshia-lōo,hue2-tshia-loo7,1256
hé-chhia-lō͘,he2-chhia-loo7,hé-tshia-lōo,he2-tshia-loo7,1256
hóe-kim-ko͘,hoe2-kim-koo,hué-kim-koo,hue2-kim-koo,1257
hé-kim-ko͘,he2-kim-koo,hé-kim-koo,he2-kim-koo,1257
hóe-sái,hoe2-sai2,hué-sái,hue2-sai2,1258
hé-sái,he2-sai2,hé-sái,he2-sai2,1258
gû-sái-sek,gu5-sai2-sek,gû-sái-sik,gu5-sai2-sik,1259
gû-sái-chiáu-á,gu5-sai2-chiau2-a2,gû-sái-tsiáu-á,gu5-sai2-tsiau2-a2,1260
gû-sái-ku,gu5-sai2-ku,gû-sái-ku,gu5-sai2-ku,1261
hóe-chheⁿ,hoe2-chhenn,hué-tshenn,hue2-tshenn,1262
hé-chhiⁿ,he2-chhinn,hé-tshinn,he2-tshinn,1262
hóe-thòaⁿ,hoe2-thoann3,hué-thuànn,hue2-thuann3,1263
hé-thòaⁿ,he2-thoann3,hé-thuànn,he2-thuann3,1263
Gû-nn̂g,Gu5-nng5,Gû-nn̂g,Gu5-nng5,1264
"ông--ko-liú--ko",ong5--ko-liu2--ko,ông--ko-liú--ko,ong5--ko-liu2--ko,1265
hóe-khì,hoe2-khi3,hué-khì,hue2-khi3,1266
hé-khì,he2-khi3,hé-khì,he2-khi3,1266
hóe-hu,hoe2-hu,hué-hu,hue2-hu,1267
hé-hu,he2-hu,hé-hu,he2-hu,1267
gû-soh,gu5-soh,gû-soh,gu5-soh,1268
gû-sut-á,gu5-sut-a2,gû-sut-á,gu5-sut-a2,1269
"ông-lâi",ong5-lai5,ông-lâi,ong5-lai5,1270
gû-niā,gu5-nia7,gû-niā,gu5-nia7,1271
gû-chhùi-am,gu5-chhui3-am,gû-tshuì-am,gu5-tshui3-am,1272
gû-chhùi-lam,gu5-chhui3-lam,gû-tshuì-lam,gu5-tshui3-lam,1272
gû-káng,gu5-kang2,gû-káng,gu5-kang2,1273
"ông-iâ",ong5-ia5,ông-iâ,ong5-ia5,1274
"ông-iâ-chè",ong5-ia5-che3,ông-iâ-tsè,ong5-ia5-tse3,1275
"ông-lo̍k-á",ong5-lok8-a2,ông-lo̍k-á,ong5-lok8-a2,1276
gû-lám,gu5-lam2,gû-lám,gu5-lam2,1277
hóe-khîⁿ,hoe2-khinn5,hué-khînn,hue2-khinn5,1278
hé-khîⁿ,he2-khinn5,hé-khînn,he2-khinn5,1278
gû-tùn-chháu,gu5-tun3-chhau2,gû-tùn-tsháu,gu5-tun3-tshau2,1279
hóe-chhí,hoe2-chhi2,hué-tshí,hue2-tshi2,1280
hóe-chhú,hoe2-chhu2,hué-tshú,hue2-tshu2,1280
hóe-chéng,hoe2-cheng2,hué-tsíng,hue2-tsing2,1281
hé-chéng,he2-cheng2,hé-tsíng,he2-tsing2,1281
hóe-kńg,hoe2-kng2,hué-kńg,hue2-kng2,1282
hé-kńg,he2-kng2,hé-kńg,he2-kng2,1282
hóe-tī,hoe2-ti7,hué-tī,hue2-ti7,1283
hé-tū,he2-tu7,hé-tū,he2-tu7,1283
gû-chéng-á,gu5-cheng2-a2,gû-tsíng-á,gu5-tsing2-a2,1284
hóe-thúi,hoe2-thui2,hué-thuí,hue2-thui2,1285
hé-thúi,he2-thui2,hé-thuí,he2-thui2,1285
gû-phīⁿ-khian,gu5-phinn7-khian,gû-phīnn-khian,gu5-phinn7-khian,1286
gê-chô,ge5-cho5,gê-tsô,ge5-tso5,1287
gê-chô-kut,ge5-cho5-kut,gê-tsô-kut,ge5-tso5-kut,1288
hóe-thang,hoe2-thang,hué-thang,hue2-thang,1289
hé-thang,he2-thang,hé-thang,he2-thang,1289
hóe-chìⁿ,hoe2-chinn3,hué-tsìnn,hue2-tsinn3,1290
hé-chìⁿ,he2-chinn3,hé-tsìnn,he2-tsinn3,1290
gû-taⁿ,gu5-tann,gû-tann,gu5-tann,1291
hóe-sio,hoe2-sio,hué-sio,hue2-sio,1292
hé-sio,he2-sio,hé-sio,he2-sio,1292
hóe-sio-soaⁿ,hoe2-sio-soann,hué-sio-suann,hue2-sio-suann,1293
hé-sio-soaⁿ,he2-sio-soann,hé-sio-suann,he2-sio-suann,1293
hóe-sio-chhù,hoe2-sio-chhu3,hué-sio-tshù,hue2-sio-tshu3,1294
hé-sio-chhù,he2-sio-chhu3,hé-sio-tshù,he2-sio-tshu3,1294
hóe-sio-po͘,hoe2-sio-poo,hué-sio-poo,hue2-sio-poo,1295
hé-sio-po͘,he2-sio-poo,hé-sio-poo,he2-sio-poo,1295
gû-pi,gu5-pi,gû-pi,gu5-pi,1296
gû-thâu,gu5-thau5,gû-thâu,gu5-thau5,1297
hóe-ko,hoe2-ko,hué-ko,hue2-ko,1298
hé-ko,he2-ko,hé-ko,he2-ko,1298
hóe-hun,hoe2-hun,hué-hun,hue2-hun,1299
hé-hun,he2-hun,hé-hun,he2-hun,1299
hóe-ke,hoe2-ke,hué-ke,hue2-ke,1300
hé-koe,he2-koe,hé-kue,he2-kue,1300
hóe-ke-bó,hoe2-ke-bo2,hué-ke-bó,hue2-ke-bo2,1301
hé-koe-bó,he2-koe-bo2,hé-kue-bó,he2-kue-bo2,1301
hóe-ke-bú,hoe2-ke-bu2,hué-ke-bú,hue2-ke-bu2,1301
hé-koe-bú,he2-koe-bu2,hé-kue-bú,he2-kue-bu2,1301
sè,se3,sè,se3,1302
sì,si3,sì,si3,1303
piáⁿ,piann2,piánn,piann2,1304
chú,chu2,tsú,tsu2,1305
tôm,tom5,tôm,tom5,1306
chàⁿ,chann3,tsànn,tsann3,1307
--honnh,--honnh,--honnh,--honnh,1308
ha̍t,hat8,ha̍t,hat8,1309
"á",a2,á,a2,1310
sū,su7,sū,su7,1311
hù,hu3,hù,hu3,1312
sian,sian,sian,sian,1313
sián,sian2,sián,sian2,1314
kāng,kang7,kāng,kang7,1315
kâng,kang5,kâng,kang5,1315
tāi,tai7,tāi,tai7,1316
tē,te7,tē,te7,1317
tāi,tai7,tāi,tai7,1318
lēng,leng7,līng,ling7,1319
"í",i2,í,i2,1320
hiaⁿ,hiann,hiann,hiann,1321
chheh,chheh,tsheh,tsheh,1322
chú-lâng,chu2-lang5,tsú-lâng,tsu2-lang5,1323
sian-jîn,sian-jin5,sian-jîn,sian-jin5,1324
sian-lîn,sian-lin5,sian-lîn,sian-lin5,1324
sian-lí,sian-li2,sian-lí,sian-li2,1325
sian-lú,sian-lu2,sian-lú,sian-lu2,1325
sian-tan,sian-tan,sian-tan,sian-tan,1326
chhiong-kong,chhiong-kong,tshiong-kong,tshiong-kong,1327
chhiong-hun,chhiong-hun,tshiong-hun,tshiong-hun,1328
"í-ki̍p",i2-kip8,í-ki̍p,i2-kip8,1329
sè-tāi,se3-tai7,sè-tāi,se3-tai7,1330
chheh-pau,chheh-pau,tsheh-pau,tsheh-pau,1331
chú-jīm,chu2-jim7,tsú-jīm,tsu2-jim7,1332
chú-līm,chu2-lim7,tsú-līm,tsu2-lim7,1332
tāi-seng,tai7-seng,tāi-sing,tai7-sing,1333
chhiong-hiat,chhiong-hiat,tshiong-hiat,tshiong-hiat,1334
hiaⁿ-tī,hiann-ti7,hiann-tī,hiann-ti7,1335
hiaⁿ-tī-chí-mōe,hiann-ti7-chi2-moe7,hiann-tī-tsí-muē,hiann-ti7-tsi2-mue7,1336
hiaⁿ-tī-chí-bē,hiann-ti7-chi2-be7,hiann-tī-tsí-bē,hiann-ti7-tsi2-be7,1336
hiaⁿ-tī-chí-moāi,hiann-ti7-chi2-moai7,hiann-tī-tsí-muāi,hiann-ti7-tsi2-muai7,1336
chú-kiàn,chu2-kian3,tsú-kiàn,tsu2-kian3,1337
chú-kak,chu2-kak,tsú-kak,tsu2-kak,1338
chhiong-chiok,chhiong-chiok,tshiong-tsiok,tshiong-tsiok,1339
sè-sū,se3-su7,sè-sū,se3-su7,1340
sian-ko͘,sian-koo,sian-koo,sian-koo,1341
chheh-tiàm,chheh-tiam3,tsheh-tiàm,tsheh-tiam3,1342
chheh-pâng,chheh-pang5,tsheh-pâng,tsheh-pang5,1343
sian-piàⁿ-sian,sian-piann3-sian,sian-piànn-sian,sian-piann3-sian,1344
kāng-pē-koh-bú,kang7-pe7-koh-bu2,kāng-pē-koh-bú,kang7-pe7-koh-bu2,1345
kāng-pē-koh-bó,kang7-pe7-koh-bo2,kāng-pē-koh-bó,kang7-pe7-koh-bo2,1345
tāi-piáu,tai7-piau2,tāi-piáu,tai7-piau2,1346
heng-tióng,heng-tiong2,hing-tióng,hing-tiong2,1347
sè-sio̍k,se3-siok8,sè-sio̍k,se3-siok8,1348
"í-chêng",i2-cheng5,í-tsîng,i2-tsing5,1349
sè-sio̍k-lâng,se3-siok8-lang5,sè-sio̍k-lâng,se3-siok8-lang5,1350
"í-aū",i2-au7,í-āu,i2-au7,1351
chú-chhî,chu2-chhi5,tsú-tshî,tsu2-tshi5,1352
