poj_unicode,poj_input,kiplmj_unicode,kiplmj_input,main_id
"á-nī-mè",a2-ni7-me3,á-nī-mè,a2-ni7-me3,2837
bah-kap,bah-kap,bah-kap,bah-kap,2838
băi-khín,bai9-khin2,ba̋i-khín,bai9-khin2,2839
chi-hông,chi-hong5,tsi-hông,tsi-hong5,2840
lê-thâu-cho̍k,le5-thau5-chok8,lê-thâu-tso̍k,le5-thau5-tsok8,2841
kò͘-lâng-oàn,koo3-lang5-oan3,kòo-lâng-uàn,koo3-lang5-uan3,2842
hip kiat-hun siòng-phìⁿ,hip kiat-hun siong3-phinn3,hip kiat-hun siòng-phìnn,hip kiat-hun siong3-phinn3,2843
pe̍h-chhi,peh8-chhi,pe̍h-tshi,peh8-tshi,2844
hún-îⁿ gû-leng-tê,hun2-inn5 gu5-leng-te5,hún-înn gû-ling-tê,hun2-inn5 gu5-ling-te5,2845
a-bú,a-bu2,a-bú,a-bu2,2846
san-té,san-te2,san-té,san-te2,2847
kek-nōa-nōa,kek-noa7-noa7,kik-nuā-nuā,kik-nua7-nua7,2848
ká-soat,ka2-soat,ká-suat,ka2-suat,2849
tōa-ba̍k-kiàⁿ-phìⁿ,toa7-bak8-kiann3-phinn3,tuā-ba̍k-kiànn-phìnn,tua7-bak8-kiann3-phinn3,2850
sim-á,sim-a2,sim-á,sim-a2,2851
sim-á,sim-a2,sim-á,sim-a2,2852
sim-á,sim-a2,sim-á,sim-a2,2853
seⁿ kah bē bái,senn kah be7 bai2,senn kah bē bái,senn kah be7 bai2,2854
bô-siáⁿ-mi̍h,bo5-siann2-mih8,bô-siánn-mi̍h,bo5-siann2-mih8,2855
mō͘-chi-mō͘-liap,moo7-chi-moo7-liap,mōo-tsi-mōo-liap,moo7-tsi-moo7-liap,2856
tē saⁿ chōa,te7 sann choa7,tē sann tsuā,te7 sann tsua7,2857
pe̍h-jîn péng kah aū-khok--khì,peh8-jin5 peng2 kah au7-khok--khi3,pe̍h-jîn píng kah āu-khok--khì,peh8-jin5 ping2 kah au7-khok--khi3,2858
ang-á-thâu-kiàⁿ,ang-a2-thau5-kiann3,ang-á-thâu-kiànn,ang-a2-thau5-kiann3,2859
Ngô͘-kong chhò kùi,Ngoo5-kong chho3 kui3,Ngôo-kong tshò kuì,Ngoo5-kong tsho3 kui3,2860
Gio̍k-thò͘,Giok8-thoo3,Gio̍k-thòo,Giok8-thoo3,2861
Hiō-gē,Hio7-ge7,Hiō-gē,Hio7-ge7,2862
ngāu-hiú-khún,ngau7-hiu2-khun2,ngāu-hiú-khún,ngau7-hiu2-khun2,2863
tōa-ba̍k-kiàⁿ-phìⁿ,toa7-bak8-kiann3-phinn3,tuā-ba̍k-kiànn-phìnn,tua7-bak8-kiann3-phinn3,2864
tiong-lî,tiong-li5,tiong-lî,tiong-li5,2865
ba-lú-buh,ba-lu2-buh,ba-lú-buh,ba-lu2-buh,2866
bá-á,ba2-a2,bá-á,ba2-a2,2867
chu-kang,chu-kang,tsu-kang,tsu-kang,2872
tiong-jī-pēⁿ,tiong-ji7-penn7,tiong-jī-pēnn,tiong-ji7-penn7,2873
tiong-lī-pīⁿ,tiong-li7-pinn7,tiong-lī-pīnn,tiong-li7-pinn7,2873
sió-náu,sio2-nau2,sió-náu,sio2-nau2,2874
"ām-kún",am7-kun2,ām-kún,am7-kun2,2875
pak-tó͘,pak-too2,pak-tóo,pak-too2,2876
thâu-khak,thau5-khak,thâu-khak,thau5-khak,2877
hia̍h-thâu-kut,hiah8-thau5-kut,hia̍h-thâu-kut,hiah8-thau5-kut,2878
aū-khok,au7-khok,āu-khok,au7-khok,2879
pe̍h-chit,peh8-chit,pe̍h-tsit,peh8-tsit,2880
hoe-chit,hoe-chit,hue-tsit,hue-tsit,2881
náu-hā-sûi-thé,nau2-ha7-sui5-the2,náu-hā-suî-thé,nau2-ha7-sui5-the2,2882
siông-kó-sòaⁿ,siong5-ko2-soann3,siông-kó-suànn,siong5-ko2-suann3,2883
liông-kut-chúi,liong5-kut-chui2,liông-kut-tsuí,liong5-kut-tsui2,2884
ngē-náu-mo̍͘h,nge7-nau2-mooh8,ngē-náu-mo̍oh,nge7-nau2-mooh8,2885
ngī-náu-mo̍͘h,ngi7-nau2-mooh8,ngī-náu-mo̍oh,ngi7-nau2-mooh8,2885
ti-tu-mo̍͘h,ti-tu-mooh8,ti-tu-mo̍oh,ti-tu-mooh8,2886
nńg-náu-mo̍͘h,nng2-nau2-mooh8,nńg-náu-mo̍oh,nng2-nau2-mooh8,2887
"ē-hâi-kut",e7-hai5-kut,ē-hâi-kut,e7-hai5-kut,2888
chhùi,chhui3,tshuì,tshui3,2889
chhùi-chhiu,chhui3-chhiu,tshuì-tshiu,tshui3-tshiu,2890
nâ-aû-cheng-á,na5-au5-cheng-a2,nâ-âu-tsing-á,na5-au5-tsing-a2,2891
chhùi-nōa-sòaⁿ,chhui3-noa7-soann3,tshuì-nuā-suànn,tshui3-nua7-suann3,2892
phīⁿ-chiam,phinn7-chiam,phīnn-tsiam,phinn7-tsiam,2893
lūi-sòaⁿ,lui7-soann3,luī-suànn,lui7-suann3,2894
phīⁿ-lok-kóng,phinn7-lok-kong2,phīnn-lok-kóng,phinn7-lok-kong2,2895
phīⁿ-lūi-kóng,phinn7-lui7-kong2,phīnn-luī-kóng,phinn7-lui7-kong2,2896
phīⁿ-kut,phinn7-kut,phīnn-kut,phinn7-kut,2897
phīⁿ-tiong-keh,phinn7-tiong-keh,phīnn-tiong-keh,phinn7-tiong-keh,2898
hīⁿ-poe,hinn7-poe,hīnn-pue,hinn7-pue,2899
hīⁿ-tûn,hinn7-tun5,hīnn-tûn,hinn7-tun5,2900
a-lú-mih,a-lu2-mih,a-lú-mih,a-lu2-mih,2901
a-mó͘-ní-á,a-moo2-ni2-a2,a-móo-ní-á,a-moo2-ni2-a2,2902
a-ní-khih,a-ni2-khih,a-ní-khih,a-ni2-khih,2903
a-si2r-phí-lín,a-si2r-phi2-lin2,a-sír-phí-lín,a-si2r-phi2-lin2,2904
"á-geh",a2-geh,á-geh,a2-geh,2905
"á-geh",a2-geh,á-geh,a2-geh,2906
aĭ-sat-chuh,ai9-sat-chuh,a̋i-sat-tsuh,ai9-sat-tsuh,2907
aĭ-sat-chuh,ai9-sat-chuh,a̋i-sat-tsuh,ai9-sat-tsuh,2908
aí-si8rh-khu-lín-mù,ai2-si8rh-khu-lin2-mu3,ái-si̍rh-khu-lín-mù,ai2-si8rh-khu-lin2-mu3,2909
"àn-nāi",an3-nai7,àn-nāi,an3-nai7,2910
"àn-nāi",an3-nai7,àn-nāi,an3-nai7,2911
a̍t-sá-lih,at8-sa2-lih,a̍t-sá-lih,at8-sa2-lih,2912
a̍t-sá-lih,at8-sa2-lih,a̍t-sá-lih,at8-sa2-lih,2913
aù-chuh,au3-chuh,àu-tsuh,au3-tsuh,2914
bá-luh,ba2-luh,bá-luh,ba2-luh,2915
bá-suh,ba2-suh,bá-suh,ba2-suh,2916
bá-suh,ba2-suh,bá-suh,ba2-suh,2917
bá-tah,ba2-tah,bá-tah,ba2-tah,2918
bai-ó͘-lín,bai-oo2-lin2,bai-óo-lín,bai-oo2-lin2,2919
băi-khín,bai9-khin2,ba̋i-khín,bai9-khin2,2920
băi-khín,bai9-khin2,ba̋i-khín,bai9-khin2,2921
bak-kuh,bak-kuh,bak-kuh,bak-kuh,2922
bàn-bà,ban3-ba3,bàn-bà,ban3-ba3,2923
báng-gà,bang2-ga3,báng-gà,bang2-ga3,2924
báng-gà,bang2-ga3,báng-gà,bang2-ga3,2925
báng-gà,bang2-ga3,báng-gà,bang2-ga3,2926
ba̍t-té-lih,bat8-te2-lih,ba̍t-té-lih,bat8-te2-lih,2927
bat-tah,bat-tah,bat-tah,bat-tah,2928
bi-tá-bín,bi-ta2-bin2,bi-tá-bín,bi-ta2-bin2,2929
bì-lù,bi3-lu3,bì-lù,bi3-lu3,2930
biat-to͘h,biat-tooh,biat-tooh,biat-tooh,2931
bo̍k-sìn-gù,bok8-sin3-gu3,bo̍k-sìn-gù,bok8-sin3-gu3,2932
bò͘-lù,boo3-lu3,bòo-lù,boo3-lu3,2933
bò͘-tò͘,boo3-too3,bòo-tòo,boo3-too3,2934
bu-là-jià,bu-la3-jia3,bu-là-jià,bu-la3-jia3,2935
e-pú-lóng,e-pu2-long2,e-pú-lóng,e-pu2-long2,2936
ga-só͘-lín,ga-soo2-lin2,ga-sóo-lín,ga-soo2-lin2,2937
gá-lah,ga2-lah,gá-lah,ga2-lah,2938
gá-suh,ga2-suh,gá-suh,ga2-suh,2939
gì-tà,gi3-ta3,gì-tà,gi3-ta3,2940
giāng,giang7,giāng,giang7,2941
gō͘-bō͘,goo7-boo7,gōo-bōo,goo7-boo7,2942
go͘-lú-huh,goo-lu2-huh,goo-lú-huh,goo-lu2-huh,2943
ha-mó͘-ní-khah,ha-moo2-ni2-khah,ha-móo-ní-khah,ha-moo2-ni2-khah,2944
há-muh,ha2-muh,há-muh,ha2-muh,2945
hăi-khé-khá-kuh,hai9-khe2-kha2-kuh,ha̋i-khé-khá-kuh,hai9-khe2-kha2-kuh,2946
hài-ià,hai3-ia3,hài-ià,hai3-ia3,2947
hài-ià,hai3-ia3,hài-ià,hai3-ia3,2948
hái-kat-lá,hai2-kat-la2,hái-kat-lá,hai2-kat-la2,2949
hăn-tó͘-luh,han9-too2-luh,ha̋n-tóo-luh,han9-too2-luh,2950
hăng-gó͘,hang9-goo2,ha̋ng-góo,hang9-goo2,2951
hi-nó͘-khih,hi-noo2-khih,hi-nóo-khih,hi-noo2-khih,2952
ho͘-lú-bóng,hoo-lu2-bong2,hoo-lú-bóng,hoo-lu2-bong2,2953
ho͘-té-luh,hoo-te2-luh,hoo-té-luh,hoo-te2-luh,2954
ho͘-té-luh,hoo-te2-luh,hoo-té-luh,hoo-te2-luh,2955
hú-lo͘h,hu2-looh,hú-looh,hu2-looh,2956
hú-lo͘h,hu2-looh,hú-looh,hu2-looh,2957
hú-lo͘h,hu2-looh,hú-looh,hu2-looh,2958
iá-mih,ia2-mih,iá-mih,ia2-mih,2959
iăn-jín,ian9-jin2,ia̋n-jín,ian9-jin2,2960
iŏ-káng,io9-kang2,iő-káng,io9-kang2,2961
ió-bih,io2-bih,ió-bih,io2-bih,2962
iú-lih,iu2-lih,iú-lih,iu2-lih,2963
ji-lú-bah,ji-lu2-bah,ji-lú-bah,ji-lu2-bah,2964
jiak-kuh,jiak-kuh,jiak-kuh,jiak-kuh,2965
jiàn-bà,jian3-ba3,jiàn-bà,jian3-ba3,2966
jió-toh,jio2-toh,jió-toh,jio2-toh,2967
jió-toh,jio2-toh,jió-toh,jio2-toh,2968
kha-báng,kha-bang2,kha-báng,kha-bang2,2969
kha-báng,kha-bang2,kha-báng,kha-bang2,2970
kha-báng,kha-bang2,kha-báng,kha-bang2,2971
kha-lá-ó͘-khe,kha-la2-oo2-khe,kha-lá-óo-khe,kha-la2-oo2-khe,2972
kha-mé-lah,kha-me2-lah,kha-mé-lah,kha-me2-lah,2973
kha-mé-lah,kha-me2-lah,kha-mé-lah,kha-me2-lah,2974
kha-tá-lok-guh,kha-ta2-lok-guh,kha-tá-lok-guh,kha-ta2-lok-guh,2975
kha-tián,kha-tian2,kha-tián,kha-tian2,2976
khà-sàng,kha3-sang3,khà-sàng,kha3-sang3,2977
khà-chiàng,kha3-chiang3,khà-tsiàng,kha3-tsiang3,2978
khăn-jionull,khan9-jioo2,kha̋n-jióo,khan9-jioo2,2979
khăn-jionull,khan9-jioo2,kha̋n-jióo,khan9-jioo2,2980
khăn-jionull,khan9-jioo2,kha̋n-jióo,khan9-jioo2,2981
khăng-páng,khang9-pang2,kha̋ng-páng,khang9-pang2,2982
khăng-páng,khang9-pang2,kha̋ng-páng,khang9-pang2,2983
khe-chiap-puh,khe-chiap-puh,khe-tsiap-puh,khe-tsiap-puh,2984
khi-mó͘-chih,khi-moo2-chih,khi-móo-tsih,khi-moo2-tsih,2985
khi-mó͘-chih,khi-moo2-chih,khi-móo-tsih,khi-moo2-tsih,2986
khi-mó͘-chih,khi-moo2-chih,khi-móo-tsih,khi-moo2-tsih,2987
khí-lo͘h,khi2-looh,khí-looh,khi2-looh,2988
khiā-háng,khia7-hang2,khiā-háng,khia7-hang2,2989
khit-teh,khit-teh,khit-teh,khit-teh,2990
khiŭ-khé,khiu9-khe2,khiű-khé,khiu9-khe2,2991
khiŭ-khé,khiu9-khe2,khiű-khé,khiu9-khe2,2992
khiŭ-khé,khiu9-khe2,khiű-khé,khiu9-khe2,2993
khok-puh,khok-puh,khok-puh,khok-puh,2994
khōng-ku-lí,khong7-ku-li2,khōng-ku-lí,khong7-ku-li2,2995
khōng-ku-lí,khong7-ku-li2,khōng-ku-lí,khong7-ku-li2,2996
khòng-buh,khong3-buh,khòng-buh,khong3-buh,2997
khòng-buh,khong3-buh,khòng-buh,khong3-buh,2998
kho͘-lé-lah,khoo-le2-lah,khoo-lé-lah,khoo-le2-lah,2999
kho͘-mí-sióng,khoo-mi2-siong2,khoo-mí-sióng,khoo-mi2-siong2,3000
kho͘-mí-sióng,khoo-mi2-siong2,khoo-mí-sióng,khoo-mi2-siong2,3001
khò͘-tò͘,khoo3-too3,khòo-tòo,khoo3-too3,3002
khu-lá-chih,khu-la2-chih,khu-lá-tsih,khu-la2-tsih,3003
khu-lá-chih,khu-la2-chih,khu-lá-tsih,khu-la2-tsih,3004
khu-lì-mù,khu-li3-mu3,khu-lì-mù,khu-li3-mu3,3005
khu-lì-mù,khu-li3-mu3,khu-lì-mù,khu-li3-mu3,3006
khu-lì-mù,khu-li3-mu3,khu-lì-mù,khu-li3-mu3,3007
la-jí-o͘h,la-ji2-ooh,la-jí-ooh,la-ji2-ooh,3008
la-kiat-to͘h,la-kiat-tooh,la-kiat-tooh,la-kiat-tooh,3009
la-mú-neh,la-mu2-neh,la-mú-neh,la-mu2-neh,3010
lăi-jionull-bù,lai9-jioo3-bu3,la̋i-jiòo-bù,lai9-jioo3-bu3,3011
lăi-jionull-bù,lai9-jioo3-bu3,la̋i-jiòo-bù,lai9-jioo3-bu3,3012
lăi-jionull-bù,lai9-jioo3-bu3,la̋i-jiòo-bù,lai9-jioo3-bu3,3013
lăi-lín-gù,lai9-lin2-gu3,la̋i-lín-gù,lai9-lin2-gu3,3014
lài-tah,lai3-tah,lài-tah,lai3-tah,3015
le-bóng,le-bong2,le-bóng,le-bong2,3016
lè-si3r,le3-si3r,lè-sìr,le3-si3r,3017
li-á-khah,li-a2-khah,li-á-khah,li-a2-khah,3018
li-á-khah,li-a2-khah,li-á-khah,li-a2-khah,3019
li-á-khah,li-a2-khah,li-á-khah,li-a2-khah,3020
liăn-táng,lian9-tang2,lia̋n-táng,lian9-tang2,3021
lĭn-jín,lin9-jin2,li̋n-jín,lin9-jin2,3022
lìn-gò͘,lin3-goo3,lìn-gòo,lin3-goo3,3023
lo͘-lái-bà,loo-lai2-ba3,loo-lái-bà,loo-lai2-ba3,3024
lò͘-suh,loo3-suh,lòo-suh,loo3-suh,3025
ló͘-lí-á,loo2-li2-a2,lóo-lí-á,loo2-li2-a2,3026
ma-lá-lí-á,ma-la2-li2-a2,ma-lá-lí-á,ma-la2-li2-a2,3027
ma-lá-sóng,ma-la2-song2,ma-lá-sóng,ma-la2-song2,3028
ma-sà-chì,ma-sa3-chi3,ma-sà-tsì,ma-sa3-tsi3,3029
ma-sà-chì,ma-sa3-chi3,ma-sà-tsì,ma-sa3-tsi3,3030
ma-sà-chì,ma-sa3-chi3,ma-sà-tsì,ma-sa3-tsi3,3031
mái-kù,mai2-ku3,mái-kù,mai2-ku3,3032
me-lí-á,me-li2-a2,me-lí-á,me-li2-a2,3033
me-lóng,me-long2,me-lóng,me-long2,3034
mè-sì,me3-si3,mè-sì,me3-si3,3035
mi-sín,mi-sin2,mi-sín,mi-sin2,3036
mi-sín,mi-sin2,mi-sín,mi-sin2,3037
mí-sò͘h,mi2-sooh3,mí-sòoh,mi2-sooh3,3038
mò͘-tà,moo3-ta3,mòo-tà,moo3-ta3,3039
năi-lóng,nai9-long2,na̋i-lóng,nai9-long2,3040
năi-lóng,nai9-long2,na̋i-lóng,nai9-long2,3041
ne-kut-tái,ne-kut-tai2,ne-kut-tái,ne-kut-tai2,3042
nŏ͘-sín,noo9-sin2,nőo-sín,noo9-sin2,3043
nó͘-lih,noo2-lih,nóo-lih,noo2-lih,3044
o͘-bá-sán,oo-ba2-san2,oo-bá-sán,oo-ba2-san2,3045
o͘-jí-sáng,oo-ji2-sang2,oo-jí-sáng,oo-ji2-sang2,3046
o͘-lián,oo-lian2,oo-lián,oo-lian2,3047
o͘-lín-gionull,oo-lin2-gioo2,oo-lín-gióo,oo-lin2-gioo2,3048
o͘-lín-gionull,oo-lin2-gioo2,oo-lín-gióo,oo-lin2-gioo2,3049
o͘-nè-sàng,oo-ne3-sang3,oo-nè-sàng,oo-ne3-sang3,3050
o͘-tó͘-bái,oo-too2-bai2,oo-tóo-bái,oo-too2-bai2,3051
o͘-tó͘-bái,oo-too2-bai2,oo-tóo-bái,oo-too2-bai2,3052
"ò͘-bà",oo3-ba3,òo-bà,oo3-ba3,3053
pha-chìn-kò͘,pha-chin3-koo3,pha-tsìn-kòo,pha-tsin3-koo3,3054
phă-siàn-tò͘,pha9-sian3-too3,pha̋-siàn-tòo,pha9-sian3-too3,3055
phă-siàn-tò͘,pha9-sian3-too3,pha̋-siàn-tòo,pha9-sian3-too3,3056
pháng,phang2,pháng,phang2,3057
phàng-kù,phang3-ku3,phàng-kù,phang3-ku3,3058
phi-á-no͘h,phi-a2-nooh,phi-á-nooh,phi-a2-nooh,3059
phiàn-chih,phian3-chih,phiàn-tsih,phian3-tsih,3060
phĭn-phóng,phin9-phong2,phi̋n-phóng,phin9-phong2,3061
phĭn-phóng,phin9-phong2,phi̋n-phóng,phin9-phong2,3062
phòng-phù,phong3-phu3,phòng-phù,phong3-phu3,3063
phòng-phù,phong3-phu3,phòng-phù,phong3-phu3,3064
phu-ló͘-phé-lá,phu-loo2-phe2-la2,phu-lóo-phé-lá,phu-loo2-phe2-la2,3065
pu-lù-sù,pu-lu3-su3,pu-lù-sù,pu-lu3-su3,3066
sa-khá-lí-bah,sa-kha2-li2-bah,sa-khá-lí-bah,sa-kha2-li2-bah,3067
sa-khú-lah,sa-khu2-lah,sa-khú-lah,sa-khu2-lah,3068
sa-sí-mih,sa-si2-mih,sa-sí-mih,sa-si2-mih,3069
să-bì-sù,sa9-bi3-su3,sa̋-bì-sù,sa9-bi3-su3,3070
să-bì-sù,sa9-bi3-su3,sa̋-bì-sù,sa9-bi3-su3,3071
sài-sù,sai3-su3,sài-sù,sai3-su3,3072
sak-khuh,sak-khuh,sak-khuh,sak-khuh,3073
săm-phú-luh,sam9-phu2-luh,sa̋m-phú-luh,sam9-phu2-luh,3074
săm-phú-luh,sam9-phu2-luh,sa̋m-phú-luh,sam9-phu2-luh,3075
sàn-bah,san3-bah,sàn-bah,san3-bah,3076
se-bí-lo͘h,se-bi2-looh,se-bí-looh,se-bi2-looh,3077
sè-hù,se3-hu3,sè-hù,se3-hu3,3078
si-á-geh,si-a2-geh,si-á-geh,si-a2-geh,3079
si-á-geh,si-a2-geh,si-á-geh,si-a2-geh,3080
sia-sín,sia-sin2,sia-sín,sia-sin2,3081
siat-to͘h,siat-tooh,siat-tooh,siat-tooh,3082
siat-to͘h,siat-tooh,siat-tooh,siat-tooh,3083
siat-chuh,siat-chuh,siat-tsuh,siat-tsuh,3084
sio̍k-pháng,siok8-phang2,sio̍k-pháng,siok8-phang2,3085
sio̍k-pháng,siok8-phang2,sio̍k-pháng,siok8-phang2,3086
si̍p-pán-án,sip8-pan2-an2,si̍p-pán-án,sip8-pan2-an2,3087
sir-bé-lí-lái,sir-be2-li2-lai2,sir-bé-lí-lái,sir-be2-li2-lai2,3088
sir-tián-lè-sù,sir-tian2-le3-su3,sir-tián-lè-sù,sir-tian2-le3-su3,3089
sò͘-sù,soo3-su3,sòo-sù,soo3-su3,3090
sò͘-sù,soo3-su3,sòo-sù,soo3-su3,3091
su-khù-tà,su-khu3-ta3,su-khù-tà,su-khu3-ta3,3092
su-khù-tà,su-khu3-ta3,su-khù-tà,su-khu3-ta3,3093
su-khù-tà,su-khu3-ta3,su-khù-tà,su-khu3-ta3,3094
su-lit-pah,su-lit-pah,su-lit-pah,su-lit-pah,3095
su-tó-lip-puh,su-to2-lip-puh,su-tó-lip-puh,su-to2-lip-puh,3096
sú-sih,su2-sih,sú-sih,su2-sih,3097
tha-khú-áng,tha-khu2-ang2,tha-khú-áng,tha-khu2-ang2,3098
tha-khú-sih,tha-khu2-sih,tha-khú-sih,tha-khu2-sih,3099
tha-thá-mih,tha-tha2-mih,tha-thá-mih,tha-tha2-mih,3100
tha-thá-mih,tha-tha2-mih,tha-thá-mih,tha-tha2-mih,3101
thài-ià,thai3-ia3,thài-ià,thai3-ia3,3102
thài-lù,thai3-lu3,thài-lù,thai3-lu3,3103
thak-kho͘h,thak-khooh,thak-khooh,thak-khooh,3104
thàn-gò͘,than3-goo3,thàn-gòo,than3-goo3,3105
thàng-sù,thang3-su3,thàng-sù,thang3-su3,3106
the-ní-suh,the-ni2-suh,the-ní-suh,the-ni2-suh,3107
thiăn-pú-lah,thian9-pu2-lah,thia̋n-pú-lah,thian9-pu2-lah,3108
tho͘-lá-khuh,thoo-la2-khuh,thoo-lá-khuh,thoo-la2-khuh,3109
tho͘-má-to͘h,thoo-ma2-tooh,thoo-má-tooh,thoo-ma2-tooh,3110
tho͘-má-to͘h,thoo-ma2-tooh,thoo-má-tooh,thoo-ma2-tooh,3111
tó͘-sàng,too2-sang3,tóo-sàng,too2-sang3,3112
tó͘-sàng,too2-sang3,tóo-sàng,too2-sang3,3113
chiok-kih,chiok-kih,tsiok-kih,tsiok-kih,3114
chio͘-kó͘-lè-tò͘,chioo-koo2-le3-too3,tsioo-kóo-lè-tòo,tsioo-koo2-le3-too3,3115
chit-puh,chit-puh,tsit-puh,tsit-puh,3116
u-lóng,u-long2,u-lóng,u-long2,3117
oa-lú-chuh,oa-lu2-chuh,ua-lú-tsuh,ua-lu2-tsuh,3118
oa-sá-bih,oa-sa2-bih,ua-sá-bih,ua-sa2-bih,3119
oa-sá-bih,oa-sa2-bih,ua-sá-bih,ua-sa2-bih,3120
oăi-siat-chuh,oai9-siat-chuh,ua̋i-siat-tsuh,uai9-siat-tsuh,3121
"ùn-chiàng",un3-chiang3,ùn-tsiàng,un3-tsiang3,3122
"ùn-chiàng",un3-chiang3,ùn-tsiàng,un3-tsiang3,3123
chhàu-hóe-ta,chhau3-hoe2-ta,tshàu-hué-ta,tshau3-hue2-ta,3124
bô-lâng-tī,bo5-lang5-ti7,bô-lâng-tī,bo5-lang5-ti7,3125
hoe-thiâu,hoe-thiau5,hue-thiâu,hue-thiau5,3126
kiâm-thô͘-tāu,kiam5-thoo5-tau7,kiâm-thôo-tāu,kiam5-thoo5-tau7,3127
beh hang siáⁿ-mi̍h,beh hang siann2-mih8,beh hang siánn-mi̍h,beh hang siann2-mih8,3128
nńg-piān,nng2-pian7,nńg-piān,nng2-pian7,3129
phah-chhiú-chhèng,phah-chhiu2-chheng3,phah-tshiú-tshìng,phah-tshiu2-tshing3,3130
ka-chhiam,ka-chhiam,ka-tshiam,ka-tshiam,3131
tiān-chú-khîm,tian7-chu2-khim5,tiān-tsú-khîm,tian7-tsu2-khim5,3132
khoan,khoan,khuan,khuan,3140
haⁿ--nih,hann--nih,hann--nih,hann--nih,3144
ka-chhiam,ka-chhiam,ka-tshiam,ka-tshiam,3145
A-bí-cho̍k,A-bi2-chok8,A-bí-tso̍k,A-bi2-tsok8,3146
kek-nōa-nōa,kek-noa7-noa7,kik-nuā-nuā,kik-nua7-nua7,3148
phāiⁿ-á-kheh,phainn7-a2-kheh,phāinn-á-kheh,phainn7-a2-kheh,3149
thâu-hiuⁿ,thau5-hiunn,thâu-hiunn,thau5-hiunn,3150
hīⁿ-thâng,hinn7-thang5,hīnn-thâng,hinn7-thang5,3151
sái-lā-chúi,sai2-la7-chui2,sái-lā-tsuí,sai2-la7-tsui2,3152
tōa-chú-tōa-ì,toa7-chu2-toa7-i3,tuā-tsú-tuā-ì,tua7-tsu2-tua7-i3,3153
Kiû-á,Kiu5-a2,Kiû-á,Kiu5-a2,3154
phí-chah,phi2-chah,phí-tsah,phi2-tsah,3155
phí-sah,phi2-sah,phí-sah,phi2-sah,3156
pit-chah,pit-chah,pit-tsah,pit-tsah,3157
Pang-cha̍h,Pang-chah8,Pang-tsa̍h,Pang-tsah8,3158
A-mí-sù,A-mi2-su3,A-mí-sù,A-mi2-su3,3159
chin chū-chāi,chin chu7-chai7,tsin tsū-tsāi,tsin tsu7-tsai7,3160
kóng sè-siaⁿ oē,kong2 se3-siann oe7,kóng sè-siann uē,kong2 se3-siann ue7,3161
ko-sok-kong-lō͘,ko-sok-kong-loo7,ko-sok-kong-lōo,ko-sok-kong-loo7,3162
liàn-thian-chhia,lian3-thian-chhia,liàn-thian-tshia,lian3-thian-tshia,3163
kòe-soaⁿ-chhia,koe3-soann-chhia,kuè-suann-tshia,kue3-suann-tshia,3164
kè-soaⁿ-chhia,ke3-soann-chhia,kè-suann-tshia,ke3-suann-tshia,3164
bô-lâng,bo5-lang5,bô-lâng,bo5-lang5,3165
sió-chu,sio2-chu,sió-tsu,sio2-tsu,3166
hó-liāu,ho2-liau7,hó-liāu,ho2-liau7,3167
nńg-thô͘-chhim-ku̍t,nng2-thoo5-chhim-kut8,nńg-thôo-tshim-ku̍t,nng2-thoo5-tshim-kut8,3168
pit-tiān,pit-tian7,pit-tiān,pit-tian7,3169
chhì-juh,chhi3-juh,tshì-juh,tshi3-juh,3170
phōng-kó tiān-náu,phong7-ko2 tian7-nau2,phōng-kó tiān-náu,phong7-ko2 tian7-nau2,3171
Lâm-ke̍k-chiu,Lam5-kek8-chiu,Lâm-ki̍k-tsiu,Lam5-kik8-tsiu,3172
sû-tián,su5-tian2,sû-tián,su5-tian2,3173
Uî-ki-pah-kho,Ui5-ki-pah-kho,Uî-ki-pah-kho,Ui5-ki-pah-kho,3174
góa beh chhut-hái khì khòaⁿ hái-ang,goa2 beh chhut-hai2 khi3 khoann3 hai2-ang,guá beh tshut-hái khì khuànn hái-ang,gua2 beh tshut-hai2 khi3 khuann3 hai2-ang,3175
ka-thè-soán,ka-the3-soan2,ka-thè-suán,ka-the3-suan2,3176
lóng-tho̍k pí-sài,long2-thok8 pi2-sai3,lóng-tho̍k pí-sài,long2-thok8 pi2-sai3,3177
chi̍t lē chi̍t hioh,chit8 le7 chit8 hioh,tsi̍t lē tsi̍t hioh,tsit8 le7 tsit8 hioh,3178
sio̍k-kè hâng-khong,siok8-ke3 hang5-khong,sio̍k-kè hâng-khong,siok8-ke3 hang5-khong,3179
chhiau-chhōe,chhiau-chhoe7,tshiau-tshuē,tshiau-tshue7,3180
it-lē-it-hioh,it-le7-it-hioh,it-lē-it-hioh,it-le7-it-hioh,3181
bô chîⁿ,bo5 chinn5,bô tsînn,bo5 tsinn5,3182
lâu-á-chhù,lau5-a2-chhu3,lâu-á-tshù,lau5-a2-tshu3,3183
hàn-jī bûn-hòa kho͘-á,han3-ji7 bun5-hoa3 khoo-a2,hàn-jī bûn-huà khoo-á,han3-ji7 bun5-hua3 khoo-a2,3184
choân-bîn kiān-pó,choan5-bin5 kian7-po2,tsuân-bîn kiān-pó,tsuan5-bin5 kian7-po2,3185
bô chi̍t-tè hó,bo5 chit8-te3 ho2,bô tsi̍t-tè hó,bo5 tsit8-te3 ho2,3186
bô-chhái-kang,bo5-chhai2-kang,bô-tshái-kang,bo5-tshai2-kang,3187
